CODI_LLAR 	CODI_PERSONA 	T1_ID_SEC_TRIM 	T1_DATA_DIA 	T1_DATA_MES 	T1_DATA_ANY 	T2_HH_INICI 	T2_MM_INICI 	T6_HH_FI 	T6_MM_FI 	T7_QUAN 	T7_QUAN_TARD 	T7_TIPUS_DIA 	T7_INUSUAL_1 	T7_INUSUAL_2 	T7_INUSUAL_3 	T7_INUSUAL_4 	T7_VIATGE 	T7_VIATGE_KM 	T7_T_REMUNERAT 	curaper 	treball 	estudi 	llarfam 	volreun 	vidsoc 	esport 	aficc 	mitjcom 	trajecte 	curaper2 	treball2 	estudi2 	llarfam2 	volreun2 	vidsoc2 	esport2 	aficc2 	mitjcom2 	trajecte2 	dormir 	menjar 	altrecur 	trebprin 	altretreb 	estudis_ne 	estudis 	estudis_tll 	llarfam_ne 	culin 	mantllar 	confecc 	jardi 	repar 	compra 	gestio 	curanen 	curadul 	organit 	altllar 	particip 	sociabil 	cultura 	lleurepa 	exfis 	exprod 	altresp 	art   	informat 	jocs  	lectura 	Tele  	radio 	desplaç_fi 	desplaç_treb 	desplaç_est 	desplaç_llarfam 	desplaç_vol 	desplaç_vidsoc 	desplaç_tll 	desplaç_muni 	codis_aux 	total_hores_dia 	dormir2 	menjar2 	altrecur2 	trebprin2 	altretreb2 	estudis_ne2 	estudis2 	estudis_tll2 	llarfam_ne2 	culin2 	mantllar2 	confecc2 	jardi2 	repar2 	compra2 	gestio2 	curanen2 	curadul2 	organit2 	altllar2 	particip2 	sociabil2 	cultura2 	lleurepa2 	exfis2 	exprod2 	altresp2 	art2 	informat2 	jocs2 	lectura2 	tele2 	radio2 	desplaç_fi2 	desplaç_treb2 	desplaç_est2 	desplaç_llarfam2 	desplaç_vol2 	desplaç_vidsoc2 	desplaç_tll2 	desplaç_muni2 	codis_aux2 	aprin_6 	aprin_7 	aprin_8 	aprin_9 	aprin_10 	aprin_11 	aprin_12 	aprin_13 	aprin_14 	aprin_15 	aprin_16 	aprin_17 	aprin_18 	aprin_19 	aprin_20 	aprin_21 	aprin_22 	aprin_23 	aprin_24 	aprin_1 	aprin_2 	aprin_3 	aprin_4 	aprin_5 	DIM_MUN 	SectorsActivitats
6904	2	4	16	11	10	23	30	7	30	1		1		             			1		1	35400	29400	0	10200	0	0	0	1200	5400	4800	1	1		1				1	1	1	28200	6000	1200	29400	0	0	0	0	0	1200	1800	3000	0	0	0	0	0	4200	0	0	0	0	0	0	0	0	0	0	1200	0	0	5400	0	0	4800	0	0	0	0	0	0	0	86400	1	1	1	1		            			            	1	1	1						1								        			1			1			1								0	0	0	1	1	1	1	9	3	1	1	1	1	1	3	0	8	8	0	0	0	0	0	0	1	2
6905	1	4	16	11	10	0	0	7	30	2		1		             			1		1	31800	13200	0	12600	0	2400	7200	4800	9000	5400	1	1		1		1	1	1	1	1	27000	4200	600	13200	0	0	0	0	0	6000	6000	0	0	0	0	0	600	0	0	0	0	2400	0	0	7200	0	0	0	4800	0	0	9000	0	0	3000	0	0	0	1200	0	0	1200	86400	1	1	1	1		            			            	1	1						1					1			1	        			1			1			1				1			1	0	0	1	1	1	9	6	3	8	3	3	5	3	1	8	7	3	3	0	0	0	0	0	0	1	4
6905	2	4	16	11	10	0	0	6	20	2		1		             			1		1	32400	29400	0	4800	0	0	3000	6000	2400	8400	1	1		1			1	1	1	1	26400	5400	600	29400	0	0	0	0	0	1800	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	6000	0	0	2400	0	0	3000	0	2400	0	600	0	0	2400	86400	1	1	1	1		            			            	1	1														1	        			1			1			1		1		1			1	0	0	7	0	9	9	3	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	2
6905	3	4	16	11	10	0	0	6	10	3		1		             			1		6	31800	0	33000	0	0	0	0	4800	2400	14400	1		1					1	1	1	22200	9000	600	0	0	0	33000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4800	0	0	2400	0	0	0	12600	0	0	1800	0	0	0	86400	1	1	1			            	1		            																	        			1			1				1			1				0	9	2	2	0	2	2	2	0	9	2	2	2	9	2	7	7	0	0	0	0	0	0	0	1	99
6910	1	4	21	11	10	23	40	11	0	4	2	2		             		1	1		6	57000	0	22800	2400	0	1200	0	0	1800	1200	1		1	1		1			1	1	41400	11400	4200	0	0	0	22800	0	0	1800	600	0	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	1200	0	0	0	86400	1	1	1			            	1		            	1	1												1			        					1								1				0	0	0	0	0	0	3	9	2	0	2	2	2	2	2	2	0	8	0	0	0	0	0	0	1	99
6914	1	3	13	8	10	23	0	6	45	1		1		             			1		6	38400	0	0	7200	0	9600	6000	6600	13200	5400	1			1		1	1	1	1	1	27600	7800	3000	0	0	0	0	0	0	0	0	0	7200	0	0	0	0	0	0	0	0	9600	0	0	6000	0	0	0	0	6600	6000	7200	0	0	0	0	2400	0	0	600	0	2400	86400	1	1	1			            			            				1									1			1	        				1	1	1					1			1		1	0	0	0	3	3	9	8	0	8	9	7	5	6	9	5	8	6	5	0	0	0	0	0	0	1	99
6914	2	3	13	8	10	23	0	7	0	1		1		             			1		6	40800	0	0	27000	0	1800	3000	0	10800	3000	1			1		1	1		1	1	28800	9600	2400	0	0	0	0	0	7800	9000	7800	0	0	0	2400	0	0	0	0	0	0	1800	0	0	3000	0	0	0	0	0	0	10800	0	0	0	0	1200	0	0	0	0	1800	86400	1	1	1			            			          1 	1	1				1							1			1	        						1					1					1	0	0	0	3	3	9	3	0	8	3	8	3	3	9	5	8	6	0	0	0	0	0	0	0	1	99
6918	1	3	15	8	10	1	0	7	0	1		2		             	1		1		1	48000	0	0	12600	0	12000	3600	0	2400	7800	1			1		1	1		1	1	34200	12000	1800	0	0	0	0	0	3600	3600	5400	0	0	0	0	0	0	0	0	0	0	0	0	12000	3600	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	5400	2400	86400	1	1	1			            			          1 	1	1													1	1	        						1									1	1	0	0	0	0	3	5	6	3	0	5	3	5	6	3	9	3	0	8	0	0	0	0	0	0	1	4
6918	2	3	15	8	10	1	0	7	0	2		2		             	1		1		6	46200	0	0	7800	0	3600	0	0	21000	7800	1			1		1			1	1	34800	10200	1200	0	0	0	0	0	0	4200	3600	0	0	0	0	0	0	0	0	0	0	0	0	3600	0	0	0	0	0	0	11400	9600	0	0	0	0	0	0	0	0	6000	1800	86400	1	1	1			            			            	1	1													1		        					1	1									1	1	0	0	0	0	3	8	8	3	0	5	8	8	8	8	9	9	3	8	0	0	0	0	0	0	1	1
6919	1	4	25	11	10	0	0	7	30	3		1		             			1		1	45600	28800	0	2400	0	0	0	0	3600	6000	1	1		1					1	1	28800	10200	4800	28800	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3600	0	0	3000	0	1200	0	0	1800	0	0	86400	1	1	1	1		            			            						1											        						1			1		1			1			0	0	0	1	1	1	1	1	9	0	1	1	1	9	0	9	8	0	0	0	0	0	0	0	1	4
6928	1	4	8	11	10	0	0	7	30	2		1		             			1		1	41400	28800	0	0	5400	1200	0	0	3600	6000	1	1			1	1			1	1	28800	7800	4800	28800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5400	0	0	1200	0	0	0	0	0	0	0	0	0	3600	0	0	2400	0	0	1200	0	600	0	1800	86400	1	1	1	1		            			            										1			1				        						1			1			1		1		1	0	0	0	1	1	1	1	1	9	1	1	1	9	8	9	4	9	9	0	0	0	0	0	0	1	1
6935	1	4	16	12	10	0	30	6	40	2		1		             			1		1	36000	33000	0	6600	0	3600	0	0	0	7200	1	1		1		1				1	23400	6600	6000	33000	0	0	0	0	0	1200	2400	0	0	0	1200	0	1800	0	0	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	0	7200	0	0	0	0	0	0	0	86400	1	1	1	1		            			            	1	1				1		1							1		        									1								0	9	1	1	0	1	1	1	0	1	1	1	1	9	3	0	5	0	0	0	0	0	0	0	1	3
6935	2	4	16	12	10			7	0	2		1		             			1		1	36600	25200	0	12000	0	3600	0	4800	0	4200	1	1		1		1		1		1	28800	6000	1800	25200	0	0	0	0	0	1800	4200	0	0	0	0	0	6000	0	0	0	0	0	0	3600	0	0	0	0	4800	0	0	0	0	0	2400	0	1800	0	0	0	0	0	86400	1	1	1	1		            			            	1	1						1							1		        			1						1		1						0	0	9	1	0	1	1	1	1	1	9	9	3	3	7	3	5	0	0	0	0	0	0	0	1	4
6939	1	4	17	12	10	23	30	9	0	4	3	1		             			1		6	43800	0	0	18600	0	0	0	3000	21000	0	1			1				1	1		35400	6000	2400	0	0	0	0	0	2400	9000	3000	4200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	4200	16800	0	0	0	0	0	0	0	0	0	0	86400	1	1	1			            			          1 	1	1	1														        			1		1	1											0	0	0	0	0	3	3	3	8	8	8	7	3	8	8	3	8	8	0	0	0	0	0	0	1	99
6939	2	4	17	12	10	23	0	9	0	4	3	1		             			1		1	38400	23400	0	7200	0	0	1200	0	10800	5400	1	1		1			1		1	1	31200	6000	1200	23400	0	0	0	0	0	1200	1200	0	0	0	4800	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	1800	9000	0	0	2400	0	3000	0	0	0	0	0	86400	1	1	1	1		            			            	1	1				1										1	        					1	1			1		1						0	0	9	1	1	0	1	1	1	9	0	9	3	9	8	6	8	8	0	0	0	0	0	0	1	4
6939	3	4	17	12	10	22	30	8	45	4	4	1		             			1		1	46200	30000	0	0	0	0	0	3600	1800	4800	1	1						1	1	1	36000	7200	2400	30000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3600	0	0	1800	0	0	4800	0	0	0	0	0	0	0	86400	1	1	1	1		            			            																	        			1			1			1								0	0	1	1	1	1	1	0	0	1	1	1	1	9	7	0	8	0	0	0	0	0	0	0	1	3
6939	4	4	17	12	10	0	0	8	30	4	4	1		             			1		1	42000	20400	0	1200	0	0	9000	6000	3000	4800	1	1		1			1	1	1	1	34200	4800	3000	20400	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	9000	0	0	0	6000	0	1200	1800	0	0	2400	0	0	0	0	2400	0	0	86400	1	1	1	1		            			            						1										1	        			1		1	1			1					1			0	0	0	0	6	6	3	7	8	0	9	1	1	1	1	1	9	8	7	0	0	0	0	0	1	4
6944	1	4	27	12	10	0	0	8	30	3		1		             			1		6	40200	0	0	22800	0	5400	5400	0	9600	3000	1			1		1	1		1	1	30600	6000	3000	0	0	0	0	0	0	6600	1200	12000	0	0	3000	0	0	0	0	0	0	2400	0	3000	5400	0	0	0	0	0	3600	6000	0	0	0	0	3000	0	0	0	0	0	86400	1	1	1			            			            	1	1	1			1							1		1	1	        					1	1					1						0	0	0	0	6	9	9	3	5	8	3	3	3	3	3	3	8	8	0	0	0	0	0	0	1	99
6946	1	4	31	12	10	12	0	10	0	4	4	1		             			1		6	25800	0	0	16200	0	13200	6000	0	19800	5400	1			1		1	1		1	1	18000	6600	1200	0	0	0	0	0	0	3600	6000	1200	0	0	5400	0	0	0	0	0	0	11400	0	1800	6000	0	0	0	0	0	0	19800	0	1800	0	0	3600	0	0	0	0	0	86400	1	1	1			            			            	1	1	1			1							1		1	1	        						1		1			1						0	0	0	9	3	3	3	9	0	6	6	8	5	5	5	0	8	8	8	8	8	0	0	0	1	99
6949	1	4	1	1	11	1	0	10	0	4	3	2		             	1		1		6	48000	0	0	5400	3600	7200	0	0	19800	2400	1			1	1	1			1	1	43200	1800	2400	0	0	0	0	0	0	1800	0	0	0	0	0	0	3600	0	0	3600	0	7200	0	0	0	0	0	0	0	0	0	19800	0	0	0	0	0	0	2400	0	0	0	86400	1	1	1			            			            	1							1			1		1				        						1							1				0	0	0	0	0	8	8	8	8	5	5	4	9	8	8	3	0	0	0	0	0	0	0	0	1	99
6949	2	4	1	1	11	5	0	11	0	4	3	2		             	1		1		1	57600	0	0	2400	3600	8400	0	0	13200	1200	1			1	1	1			1	1	51600	3600	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	3600	0	8400	0	0	0	0	0	0	0	0	0	13200	0	0	0	0	0	0	1200	0	0	0	86400	1	1	1			            			            								1			1		1				        						1							1				0	0	0	0	0	0	0	0	3	5	5	4	9	8	8	8	8	0	0	0	0	0	0	0	1	1
6950	1	4	2	1	11	0	0	9	0	3		2		             	1		4	50	6	54600	0	0	1800	3600	19800	0	0	3600	3000	1			1	1	1			1	1	32400	18000	4200	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	3600	0	19800	0	0	0	0	0	0	0	0	0	3600	0	0	0	0	1200	0	1800	0	0	0	86400	1	1	1			            			            	1										1		1				        						1					1		1				0	0	0	0	9	0	0	0	0	5	5	5	5	5	4	9	0	8	0	0	0	0	0	0	1	99
6950	2	4	2	1	11	0	0	9	0	3		2		             	1		4	50	6	51600	0	0	5400	3600	19800	0	0	3600	2400	1			1	1	1			1	1	31800	15600	4200	0	0	0	0	0	0	1800	3600	0	0	0	0	0	0	0	0	3600	0	19800	0	0	0	0	0	0	0	0	0	3600	0	0	0	0	0	0	2400	0	0	0	86400	1	1	1			            			            	1	1									1		1				        						1							1				0	0	0	0	3	9	0	0	0	5	5	5	5	5	4	9	0	8	0	0	0	0	0	0	1	99
6951	3	1	10	1	11	0	0	7	15	3		1		             			1		1	33600	19800	0	10200	0	12000	0	3000	6000	1800	1	1		1		1		1	1	1	25200	7200	1200	19800	0	0	0	0	0	5400	3000	1800	0	0	0	0	0	0	0	0	0	12000	0	0	0	0	0	0	3000	0	0	6000	0	0	1800	0	0	0	0	0	0	0	86400	1	1	1	1		            			            	1	1	1										1				        			1			1			1								0	0	1	1	1	1	1	1	3	3	5	5	5	5	3	0	7	8	8	0	0	0	0	0	1	4
6952	1	1	10	1	11	23	30	7	0	3		1		             			1		1	33000	18600	0	21600	0	1200	0	1200	3600	7200	1	1		1		1		1	1	1	25200	5400	2400	18600	0	0	0	0	0	4200	4200	1800	0	0	1800	0	9600	0	0	0	0	1200	0	0	0	0	0	0	0	1200	1800	1800	0	0	3600	0	3600	0	0	0	0	0	86400	1	1	1	1		            			            	1	1	1			1		1					1				        				1	1	1			1		1						0	0	9	1	1	1	1	1	9	9	3	3	3	3	3	0	3	8	0	0	0	0	0	0	1	4
6952	2	1	10	1	11	23	30	7	0	3		1		             			1		1	35400	31200	0	2400	6600	600	2400	0	3000	4800	1	1		1	1	1	1		1	1	26400	4800	3600	31200	0	0	0	0	0	600	600	0	0	0	0	0	1200	0	6600	0	0	600	0	0	2400	0	0	0	0	0	2400	600	0	0	4200	0	0	600	0	0	0	0	86400	1	1	1	1		            			            	1	1						1		1			1			1	        					1	1			1			1					0	0	9	0	1	1	1	1	0	0	1	1	1	9	9	4	9	8	0	0	0	0	0	0	1	3
6954	1	1	14	1	11	1	40	8	0	4	3	1		             			1		1	31800	41400	0	1200	0	3600	6000	0	1800	600	1	1		1		1	1		1	1	21600	5400	4800	40800	600	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	3600	6000	0	0	0	0	0	0	1800	0	0	600	0	0	0	0	0	0	0	86400	1	1	1	1	1	            			            		1													1	1	        						1			1								0	0	1	1	1	8	1	0	1	0	1	3	6	9	1	0	1	1	1	0	0	0	0	0	1	4
6956	1	1	15	1	11	0	0	7	0	4	2	1		             			1		6	34800	0	0	17400	6000	18000	0	0	6600	3600	1			1	1	1			1	1	22800	7800	4200	0	0	0	0	0	0	5400	3600	0	0	0	8400	0	0	0	0	6000	0	13800	0	4200	0	0	0	0	0	0	0	6600	0	0	3600	0	0	0	0	0	0	0	86400	1	1	1			            			            	1	1				1					1		1		1		        						1			1								0	0	8	3	3	3	5	0	3	5	5	5	9	4	4	0	8	5	0	0	0	0	0	0	1	99
6959	1	3	23	8	10	0	30	7	0	2		1		             			1		1	35400	23400	0	16200	0	1800	4800	0	0	4800	1	1		1		1	1			1	25200	5400	4800	23400	0	0	0	0	0	1800	0	1800	0	0	1800	0	10800	0	0	0	0	0	0	1800	4800	0	0	0	0	0	0	0	0	0	3600	0	0	0	0	0	0	1200	86400	1	1	1	1		            			            	1		1			1		1							1	1	        									1							1	0	0	9	1	1	0	1	1	1	1	0	3	6	3	6	3	3	3	0	0	0	0	0	0	1	4
6959	2	3	23	8	10	5	30	8	0	3		1		             			1		1	24600	32400	0	13800	0	9600	0	0	0	6000	1	1		1		1				1	18600	3600	2400	32400	0	0	0	0	0	4800	1800	0	0	0	2400	0	4800	0	0	0	0	4800	0	4800	0	0	0	0	0	0	0	0	0	0	3600	0	0	0	2400	0	0	0	86400	1	1	1	1		            			            	1	1				1		1					1		1		        									1				1				0	0	3	3	3	5	9	3	5	3	0	0	0	0	1	1	1	1	1	1	1	1	1	9	1	4
6963	1	3	27	8	10	23	15	7	30	3		1		             			1		6	52200	0	0	600	10200	1800	3600	8400	7200	2400	1			1	1	1	1	1	1	1	37200	6000	9000	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	10200	0	1800	0	0	3600	0	0	0	0	8400	0	7200	0	0	0	0	600	600	0	1200	0	0	86400	1	1	1			            			            						1					1		1			1	        				1		1					1	1		1			0	0	0	8	9	4	4	0	0	9	7	7	6	3	8	0	0	0	0	0	0	0	0	0	1	99
6965	1	3	29	8	10	0	0	8	0	3		2		           1 			1		6	60000	0	0	0	0	0	0	3600	22800	0	1							1	1		46800	5400	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3600	0	6600	16200	0	0	0	0	0	0	0	0	0	0	86400	1	1	1			            			            																	        			1		1	1											0	0	0	0	8	0	0	8	0	0	8	7	0	0	0	0	8	8	0	0	0	0	0	0	1	4
6965	2	3	29	8	10	0	15	7	0	1		2		             	1		1		1	45600	0	0	18600	0	1800	0	2400	12600	5400	1			1		1		1	1	1	33000	7800	4800	0	0	0	0	0	4800	8400	0	0	0	0	5400	0	0	0	0	0	0	1800	0	0	0	0	0	0	2400	0	3000	9600	0	0	0	0	3600	0	0	0	0	1800	86400	1	1	1			            			          1 	1					1							1				        			1		1	1					1					1	0	0	0	0	9	3	0	3	0	3	8	5	7	3	8	9	3	8	0	0	0	0	0	0	1	4
6969	1	4	28	10	10	0	0	7	0	2		1		             			1		1	43200	28800	0	3000	0	0	0	0	3600	7800	1	1		1					1	1	30000	9000	3600	28800	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3600	0	0	4800	0	0	0	0	1200	0	1800	86400	1	1	1	1		            			            	1																        						1			1					1		1	0	0	9	1	1	1	1	1	0	1	1	1	9	9	9	0	8	0	0	0	0	0	0	0	1	1
6978	1	3	17	9	10	23	0	7	0	1		1		             			1		6	37800	0	0	10800	7200	9000	3600	0	12600	5400	1			1	1	1	1		1	1	28800	5400	3600	0	0	0	0	0	0	3600	4200	0	1200	0	1800	0	0	0	0	7200	0	9000	0	0	3600	0	0	0	0	0	0	12600	0	0	0	0	0	3600	0	0	0	1800	86400	1	1	1			            			            	1	1		1		1					1		1			1	        						1						1				1	0	0	6	3	3	5	3	0	8	8	8	4	4	9	5	0	8	0	0	0	0	0	0	0	1	99
6979	1	3	17	9	10	22	0	7	0	3		1		             			1		6	45600	0	0	3600	3000	9000	6000	4800	3000	11400	1			1	1	1	1	1	1	1	30600	7800	7200	0	0	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	3000	0	5400	0	3600	0	6000	0	0	0	4800	0	3000	0	0	0	0	0	1200	0	10200	0	0	86400	1	1	1			            			            	1										1		1		1		      1 				1		1						1		1			0	0	9	9	6	0	9	0	0	5	0	7	5	5	4	9	0	0	0	0	0	0	0	0	1	99
6981	1	3	19	9	10	1	0	7	0	1		2		             	1		1		6	48600	0	0	7800	0	3600	10800	0	9000	6600	1			1		1	1		1	1	33600	12600	2400	0	0	0	0	0	3600	0	4200	0	0	0	0	0	0	0	0	0	0	3600	0	0	10800	0	0	0	0	0	0	9000	0	0	0	0	0	0	0	0	4800	1800	86400	1	1	1			            			          1 		1											1			1	        						1									1	1	0	0	0	0	6	0	3	3	0	5	8	8	6	9	9	9	8	0	0	0	0	0	0	0	1	99
6984	1	3	12	8	10	22	0	9	0	3		1		             			1		6	57600	0	0	10200	0	0	12600	0	6000	0	1			1			1		1		46200	9000	2400	0	0	0	0	0	0	2400	0	0	7800	0	0	0	0	0	0	0	0	0	0	0	12600	0	0	0	0	0	0	6000	0	0	0	0	0	0	0	0	0	0	86400	1	1	1			            			            	1			1												1	        						1											0	0	0	0	0	3	3	3	0	6	6	6	6	8	8	0	0	0	0	0	0	0	0	0	1	99
6986	1	3	13	8	10	22	30	8	0	3		1		             			1		6	43800	0	0	14400	0	21600	3000	0	3600	0	1			1		1	1		1		34200	7800	1800	0	0	0	0	0	0	9600	4800	0	0	0	0	0	0	0	0	0	0	21600	0	0	3000	0	0	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	0	86400	1	1	1			            			            	1	1											1			1	        						1											0	0	0	0	3	3	3	0	5	5	5	5	5	5	3	3	8	0	0	0	0	0	0	0	1	99
6991	1	2	18	4	11	0	30	7	0	2		1		             			1		1	31800	38400	0	3600	0	0	0	0	9000	3600	1	1		1					1	1	25200	4800	1800	38400	0	0	0	0	0	2400	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5400	3600	0	0	3600	0	0	0	0	0	0	0	86400	1	1	1	1		            			            	1					1											        					1	1			1								0	0	1	1	1	1	1	1	1	0	0	1	1	1	9	3	8	8	8	0	0	0	0	0	1	4
6991	2	2	18	4	11	23	30	8	0	2		1		             			1		6	43800	0	7200	7200	0	0	0	12600	14400	1200	1		1	1				1	1	1	32400	7200	4200	0	0	0	0	7200	4200	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12600	0	0	14400	0	0	0	1200	0	0	0	0	0	0	86400	1	1	1			            		1	          1 	1																        			1			1				1							0	0	0	0	3	2	2	8	0	8	8	7	0	7	7	0	8	8	0	0	0	0	0	0	1	99
6992	1	2	18	4	11	1	0	8	0	2		1		             			1		1	34800	23400	0	4200	4200	2400	3000	4800	3600	6000	1	1		1	1	1	1	1	1	1	24600	7200	3000	23400	0	0	0	0	0	1200	0	600	0	0	0	0	2400	0	0	0	4200	1200	0	1200	3000	0	0	0	4800	0	0	3600	0	0	3000	0	0	0	0	1800	0	1200	86400	1	1	1	1		            			            	1		1					1				1	1		1	1	        			1			1			1					1		1	0	0	0	1	0	1	1	1	9	9	1	9	9	0	4	3	7	8	7	0	0	0	0	0	1	4
6992	2	2	18	4	11	1	0	8	0	2		2		             	1		1		1	33000	0	7200	26400	0	1200	6600	0	4800	7200	1		1	1		1	1		1	1	25200	3000	4200	0	0	0	0	7200	4200	6600	1200	3600	0	0	3000	0	7800	0	0	0	0	1200	0	0	5400	0	1200	0	0	0	3000	1800	0	0	0	0	3000	0	0	3000	0	1200	86400	1	1	1			            		1	          1 	1	1	1			1		1					1			1	        	1				1	1					1			1		1	0	0	0	3	9	8	2	3	0	6	6	9	3	2	3	0	3	3	0	0	0	0	0	0	1	4
6995	1	2	22	4	11	23	0	9	15	4	5	1		             			2	40	6	46200	0	0	1200	0	1800	0	0	25800	11400	1			1		1			1	1	34800	9000	2400	0	0	0	0	0	0	0	600	0	0	0	600	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	16200	9600	0	0	0	0	1200	0	0	10200	0	0	86400	1	1	1			            			            		1				1							1				        					1	1					1			1			0	0	0	0	9	3	9	9	0	8	8	8	8	8	8	0	8	8	0	0	0	0	0	0	1	99
6996	1	2	23	4	11	0	0	9	0	4	2	1		             			1		6	47400	0	0	21600	0	0	3600	0	10200	3600	1			1			1		1	1	36000	9600	1800	0	0	0	0	0	0	4200	600	0	13800	0	3000	0	0	0	0	0	0	0	0	0	3600	0	0	0	0	0	6600	3600	0	0	0	0	3600	0	0	0	0	0	86400	1	1	1			            			            	1	1		1		1										1	        					1	1					1						0	0	0	0	9	3	3	3	9	0	0	8	0	6	9	9	8	8	0	0	0	0	0	0	1	99
6997	1	2	24	4	11	22	30	9	0	3		1		             			1		6	47400	0	0	0	0	30600	3600	0	4800	0	1					1	1		1		39600	6000	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10800	0	19800	3600	0	0	0	0	0	0	4800	0	0	0	0	0	0	0	0	0	0	86400	1	1	1			            			            													1		1	1	        						1											0	0	0	0	0	5	6	6	0	5	5	5	5	5	5	0	8	0	0	0	0	0	0	0	1	99
6999	1	3	30	9	10	0	0	7	0	2		1		             			1		6	48600	0	0	17400	0	2400	6600	0	7200	4200	1			1		1	1		1	1	32400	7200	8400	0	0	0	0	0	5400	9000	600	0	0	0	2400	0	0	0	0	0	0	2400	0	0	6600	0	0	0	0	0	1800	5400	0	0	0	0	2400	0	0	0	0	1800	86400	1	1	1			            			          1 	1	1				1							1			1	        					1	1					1					1	0	0	0	0	3	9	5	0	0	3	8	0	6	8	3	3	9	0	0	0	0	0	0	0	1	99
7003	1	3	1	10	10	23	0	7	0	3		1		             			1		1	40800	27000	0	5400	0	3600	0	0	3600	6000	1	1		1		1			1	1	27600	9000	4200	27000	0	0	0	0	0	1800	0	0	0	3600	0	0	0	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	3600	0	0	6000	0	0	0	0	0	0	0	86400	1	1	1	1		            			            	1				1								1				        						1			1								0	0	1	1	0	1	1	9	0	1	1	1	9	3	5	3	8	0	0	0	0	0	0	0	1	1
7003	2	3	1	10	10	0	0	8	0	1		1		             			1		6	41400	3600	0	17400	0	4800	3600	0	10800	4800	1	1		1		1	1		1	1	31800	5400	4200	0	3600	0	0	0	3600	6000	3000	0	3600	0	1200	0	0	0	0	0	0	4800	0	0	3600	0	0	0	0	0	7200	3600	0	0	0	0	1200	0	600	600	0	2400	86400	1	1	1		1	            			          1 	1	1		1		1							1			1	        					1	1					1		1	1		1	0	0	0	0	3	9	3	8	0	8	1	8	0	6	5	3	3	0	0	0	0	0	0	0	1	99
7004	1	3	2	10	10	0	0	6	30	3		2		           1 	1		1		1	43800	0	0	9000	0	22800	0	0	5400	5400	1			1		1			1	1	37800	5400	600	0	0	0	0	0	0	1200	0	0	0	0	3600	0	4200	0	0	0	0	0	0	22800	0	0	0	0	0	0	0	5400	0	0	0	0	3600	0	1800	0	0	0	86400	1	1	1			            			            	1					1		1							1		        						1					1		1				0	0	0	3	5	5	3	0	8	9	5	9	3	5	5	0	0	0	0	0	0	0	0	0	1	4
7006	1	3	3	10	10	23	0	7	0	1		1		             			1		6	40200	0	0	12000	0	3600	16200	0	3600	10800	1			1		1	1		1	1	28800	7800	3600	0	0	0	0	0	0	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	3600	0	16200	0	0	0	0	0	3600	0	0	0	0	0	0	0	9000	0	1800	86400	1	1	1			            			            	1														1		      1 						1								1		1	0	0	9	6	6	6	6	6	0	9	5	3	3	0	3	3	8	0	0	0	0	0	0	0	1	99
7007	1	2	15	6	10	23	0	7	0	3		1		             			1		6	37200	0	0	36600	0	0	0	0	10200	2400	1			1					1	1	30000	5400	1200	0	0	0	0	0	6000	12000	600	0	0	0	7200	0	10800	0	0	0	0	0	0	0	0	0	0	0	0	0	3600	6600	0	0	0	0	2400	0	0	0	0	0	86400	1	1	1			            			          1 	1	1				1		1									        					1	1					1						0	0	3	3	3	3	3	3	3	8	3	3	3	3	3	8	8	0	0	0	0	0	0	0	1	99
