IDQUEST_HT 	CODI_LLAR 	CODI_PERSONA 	TEMPS_TREB_SET 	TEMPS_DIA1 	NOM_DIA1 	TREB_DIA1 	TEMPS_DIA2 	NOM_DIA2 	TREB_DIA2 	TEMPS_DIA3 	NOM_DIA3 	TREB_DIA3 	TEMPS_DIA4 	NOM_DIA4 	TREB_DIA4 	TEMPS_DIA5 	NOM_DIA5 	TREB_DIA5 	TEMPS_DIA6 	NOM_DIA6 	TREB_DIA6 	TEMPS_DIA7 	NOM_DIA7 	TREB_DIA7
   4165601 	     1656 	          01 	          2400 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1
   4166702 	     1667 	          02 	          3000 	         0 	       6 	        6 	         0 	       7 	        6 	       600 	       1 	        1 	       600 	       2 	        1 	       600 	       3 	        1 	       600 	       4 	        1 	       600 	       5 	        1
   4167101 	     1671 	          01 	          3780 	       540 	       1 	        1 	       540 	       2 	        1 	       540 	       3 	        1 	       540 	       4 	        1 	       540 	       5 	        1 	       540 	       6 	        1 	       540 	       7 	        1
   4167103 	     1671 	          03 	          2700 	       540 	       1 	        1 	         0 	       2 	        6 	         0 	       3 	        6 	       540 	       4 	        1 	       540 	       5 	        1 	       540 	       6 	        1 	       540 	       7 	        1
   4167202 	     1672 	          02 	          1680 	       510 	       1 	        1 	       390 	       2 	        1 	       390 	       3 	        1 	         0 	       4 	        6 	       390 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4167702 	     1677 	          02 	           660 	         0 	       6 	        6 	         0 	       7 	        6 	       240 	       1 	        1 	         0 	       2 	        6 	         0 	       3 	        6 	       240 	       4 	        1 	       180 	       5 	        1
   4167801 	     1678 	          01 	          2955 	       300 	       6 	        1 	         0 	       7 	        6 	       450 	       1 	        1 	       630 	       2 	        1 	       345 	       3 	        1 	       615 	       4 	        1 	       615 	       5 	        1
   4167802 	     1678 	          02 	          2940 	         0 	       6 	        6 	         0 	       7 	        6 	       600 	       1 	        1 	       600 	       2 	        1 	       600 	       3 	        1 	       600 	       4 	        1 	       540 	       5 	        1
   4168303 	     1683 	          03 	          2400 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1
   4168501 	     1685 	          01 	          2250 	       450 	       4 	        1 	       450 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       450 	       1 	        1 	       450 	       2 	        1 	       450 	       3 	        1
   4168502 	     1685 	          02 	          2805 	       615 	       4 	        1 	         0 	       5 	        6 	       615 	       6 	        1 	       540 	       7 	        1 	         0 	       1 	        6 	       615 	       2 	        1 	       420 	       3 	        1
   4168702 	     1687 	          02 	          1770 	         0 	       6 	        6 	         0 	       7 	        6 	       495 	       1 	        1 	       495 	       2 	        1 	       510 	       3 	        1 	         0 	       4 	        6 	       270 	       5 	        1
   4169702 	     1697 	          02 	          2400 	       285 	       6 	        1 	       420 	       7 	        1 	       285 	       1 	        1 	       420 	       2 	        1 	       285 	       3 	        1 	       420 	       4 	        1 	       285 	       5 	        1
   4170302 	     1703 	          02 	          3180 	       600 	       4 	        1 	       600 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       660 	       1 	        1 	       660 	       2 	        1 	       660 	       3 	        1
   4170801 	     1708 	          01 	          2790 	       240 	       6 	        1 	         0 	       7 	        6 	       510 	       1 	        1 	       510 	       2 	        1 	       510 	       3 	        1 	       510 	       4 	        1 	       510 	       5 	        1
   4171401 	     1714 	          01 	          2295 	       525 	       3 	        1 	       525 	       4 	        1 	         0 	       5 	        6 	         0 	       6 	        6 	         0 	       7 	        6 	       525 	       1 	        1 	       720 	       2 	        1
   4171402 	     1714 	          02 	          1335 	       270 	       3 	        1 	       300 	       4 	        1 	       150 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	        75 	       1 	        1 	       540 	       2 	        1
   4171504 	     1715 	          04 	          2415 	       510 	       3 	        1 	       510 	       4 	        1 	       360 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       510 	       1 	        1 	       525 	       2 	        1
   4171801 	     1718 	          01 	          1590 	         0 	       6 	        6 	         0 	       7 	        6 	       330 	       1 	        1 	       330 	       2 	        1 	       390 	       3 	        1 	       210 	       4 	        1 	       330 	       5 	        1
   4171802 	     1718 	          02 	          2520 	         0 	       6 	        6 	         0 	       7 	        6 	       540 	       1 	        1 	       540 	       2 	        1 	       540 	       3 	        1 	       540 	       4 	        1 	       360 	       5 	        1
   4172201 	     1722 	          01 	          2850 	       570 	       1 	        1 	       570 	       2 	        1 	       570 	       3 	        1 	       570 	       4 	        1 	       570 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4172901 	     1729 	          01 	          2325 	         0 	       7 	        6 	       465 	       1 	        1 	       465 	       2 	        1 	       465 	       3 	        1 	       465 	       4 	        1 	       465 	       5 	        1 	         0 	       6 	        6
   4173701 	     1737 	          01 	          3000 	         0 	       6 	        6 	         0 	       7 	        6 	       600 	       1 	        1 	       600 	       2 	        1 	       600 	       3 	        1 	       600 	       4 	        1 	       600 	       5 	        1
   4173702 	     1737 	          02 	           960 	       240 	       6 	        1 	         0 	       7 	        6 	       240 	       1 	        1 	         0 	       2 	        6 	         0 	       3 	        6 	       240 	       4 	        1 	       240 	       5 	        1
   4174001 	     1740 	          01 	          3180 	       510 	       7 	        1 	       510 	       1 	        1 	       510 	       2 	        1 	       510 	       3 	        1 	       510 	       4 	        1 	         0 	       5 	        6 	       630 	       6 	        1
   4175303 	     1753 	          03 	          2400 	       480 	       3 	        1 	         0 	       4 	        6 	       480 	       5 	        1 	       480 	       6 	        1 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1
   4175501 	     1755 	          01 	          2400 	       480 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1
   4175502 	     1755 	          02 	          1800 	       360 	       3 	        1 	       360 	       4 	        1 	       360 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       360 	       1 	        1 	       360 	       2 	        1
   4175601 	     1756 	          01 	          2850 	       570 	       3 	        1 	       570 	       4 	        1 	       570 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       570 	       1 	        1 	       570 	       2 	        1
   4175801 	     1758 	          01 	          2565 	       315 	       6 	        1 	         0 	       7 	        6 	       450 	       1 	        1 	       450 	       2 	        1 	       450 	       3 	        1 	       450 	       4 	        1 	       450 	       5 	        1
   4175802 	     1758 	          02 	          1200 	         0 	       6 	        6 	         0 	       7 	        6 	       240 	       1 	        1 	       240 	       2 	        1 	       240 	       3 	        1 	       240 	       4 	        1 	       240 	       5 	        1
   4175901 	     1759 	          01 	          1200 	         0 	       7 	        6 	       240 	       1 	        1 	       240 	       2 	        1 	       240 	       3 	        1 	       240 	       4 	        1 	       240 	       5 	        1 	         0 	       6 	        6
   4175902 	     1759 	          02 	          3720 	         0 	       7 	        6 	       660 	       1 	        1 	       660 	       2 	        1 	       660 	       3 	        1 	       660 	       4 	        1 	       660 	       5 	        1 	       420 	       6 	        1
   4176501 	     1765 	          01 	          1560 	       300 	       4 	        1 	       300 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       360 	       1 	        1 	       300 	       2 	        1 	       300 	       3 	        1
   4176502 	     1765 	          02 	          2400 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1
   4176801 	     1768 	          01 	          1500 	         0 	       6 	        6 	         0 	       7 	        6 	       300 	       1 	        1 	       300 	       2 	        1 	       300 	       3 	        1 	       300 	       4 	        1 	       300 	       5 	        1
   4176904 	     1769 	          04 	             0 	         0 	       7 	        6 	         0 	       1 	        6 	         0 	       2 	        6 	         0 	       3 	        6 	         0 	       4 	        6 	         0 	       5 	        6 	         0 	       6 	        6
   4177301 	     1773 	          01 	          2160 	       360 	       3 	        1 	       360 	       4 	        1 	       360 	       5 	        1 	       360 	       6 	        1 	         0 	       7 	        6 	       360 	       1 	        1 	       360 	       2 	        1
   4177802 	     1778 	          02 	          3150 	         0 	       6 	        6 	         0 	       7 	        6 	       630 	       1 	        1 	       630 	       2 	        1 	       630 	       3 	        1 	       630 	       4 	        1 	       630 	       5 	        1
   4177901 	     1779 	          01 	          2700 	         0 	       7 	        6 	       540 	       1 	        1 	       540 	       2 	        1 	       540 	       3 	        1 	       540 	       4 	        1 	       540 	       5 	        1 	         0 	       6 	        6
   4178203 	     1782 	          03 	          2850 	       570 	       1 	        1 	       570 	       2 	        1 	       570 	       3 	        1 	       570 	       4 	        1 	       570 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4178502 	     1785 	          02 	           480 	         0 	       5 	        6 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	         0 	       2 	        6 	         0 	       3 	        6 	       480 	       4 	        1
   4178701 	     1787 	          01 	          1380 	         0 	       7 	        6 	       300 	       1 	        1 	       300 	       2 	        1 	       240 	       3 	        1 	       240 	       4 	        1 	       300 	       5 	        1 	         0 	       6 	        6
   4178702 	     1787 	          02 	             0 	         0 	       7 	        6 	         0 	       1 	        6 	         0 	       2 	        6 	         0 	       3 	        6 	         0 	       4 	        6 	         0 	       5 	        6 	         0 	       6 	        6
   4179101 	     1791 	          01 	          1800 	       360 	       2 	        1 	       360 	       3 	        1 	       360 	       4 	        1 	       360 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       360 	       1 	        1
   4179102 	     1791 	          02 	          3120 	       570 	       2 	        1 	       510 	       3 	        1 	       510 	       4 	        1 	       510 	       5 	        1 	       510 	       6 	        1 	         0 	       7 	        6 	       510 	       1 	        1
   4179401 	     1794 	          01 	          1440 	         0 	       6 	        6 	         0 	       7 	        6 	       300 	       1 	        1 	       240 	       2 	        1 	       300 	       3 	        1 	       300 	       4 	        1 	       300 	       5 	        1
   4179402 	     1794 	          02 	          1560 	         0 	       6 	        6 	         0 	       7 	        6 	       360 	       1 	        1 	       360 	       2 	        1 	       360 	       3 	        1 	       180 	       4 	        1 	       300 	       5 	        1
   4180001 	     1800 	          01 	          2100 	       420 	       2 	        1 	       420 	       3 	        1 	       420 	       4 	        1 	       420 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       420 	       1 	        1
   4180602 	     1806 	          02 	          3060 	       510 	       1 	        1 	       510 	       2 	        1 	       510 	       3 	        1 	       510 	       4 	        1 	       510 	       5 	        1 	         0 	       6 	        6 	       510 	       7 	        1
   4180901 	     1809 	          01 	          1260 	         0 	       2 	        6 	       420 	       3 	        1 	         0 	       4 	        6 	       420 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       420 	       1 	        1
   4180902 	     1809 	          02 	          2400 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1
   4181002 	     1810 	          02 	          1380 	       450 	       2 	        1 	       480 	       3 	        1 	         0 	       4 	        6 	         0 	       5 	        6 	         0 	       6 	        6 	         0 	       7 	        6 	       450 	       1 	        1
   4181003 	     1810 	          03 	          2400 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        1 	         0 	       7 	        1 	       480 	       1 	        1
   4182001 	     1820 	          01 	          4560 	       360 	       6 	        1 	         0 	       7 	        6 	       840 	       1 	        1 	       840 	       2 	        1 	       840 	       3 	        1 	       840 	       4 	        1 	       840 	       5 	        1
   4182002 	     1820 	          02 	          1200 	         0 	       6 	        6 	         0 	       7 	        6 	       240 	       1 	        1 	       180 	       2 	        1 	       180 	       3 	        1 	       300 	       4 	        1 	       300 	       5 	        1
   4182602 	     1826 	          02 	          3000 	       600 	       4 	        1 	       600 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       600 	       1 	        1 	       600 	       2 	        1 	       600 	       3 	        1
   4183702 	     1837 	          02 	          2400 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1
   4183703 	     1837 	          03 	           390 	       180 	       4 	        1 	         0 	       5 	        6 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	         0 	       2 	        6 	       210 	       3 	        1
   4184201 	     1842 	          01 	          1920 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	         0 	       5 	        6 	         0 	       6 	        6
   4184202 	     1842 	          02 	          1230 	         0 	       7 	        6 	       390 	       1 	        1 	       270 	       2 	        1 	       330 	       3 	        1 	       240 	       4 	        1 	         0 	       5 	        6 	         0 	       6 	        6
   4184301 	     1843 	          01 	          2400 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4184601 	     1846 	          01 	          2115 	       450 	       3 	        1 	       420 	       4 	        1 	       420 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       360 	       1 	        1 	       465 	       2 	        1
   4184602 	     1846 	          02 	          3300 	       660 	       3 	        1 	       660 	       4 	        1 	       660 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       660 	       1 	        1 	       660 	       2 	        1
   4184701 	     1847 	          01 	          2670 	       600 	       3 	        1 	       540 	       4 	        1 	       420 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       540 	       1 	        1 	       570 	       2 	        1
   4185502 	     1855 	          02 	          3600 	       720 	       4 	        1 	       720 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       720 	       1 	        1 	       720 	       2 	        1 	       720 	       3 	        1
   4186402 	     1864 	          02 	          2160 	       360 	       1 	        1 	       540 	       2 	        1 	       360 	       3 	        1 	       540 	       4 	        1 	       360 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4186801 	     1868 	          01 	          2250 	       420 	       3 	        1 	       420 	       4 	        1 	       420 	       5 	        1 	       540 	       6 	        1 	         0 	       7 	        6 	       450 	       1 	        1 	         0 	       2 	        6
   4186802 	     1868 	          02 	           780 	         0 	       3 	        6 	         0 	       4 	        6 	         0 	       5 	        6 	         0 	       6 	        6 	         0 	       7 	        6 	       540 	       1 	        1 	       240 	       2 	        1
   4187001 	     1870 	          01 	          2580 	         0 	       6 	        6 	         0 	       7 	        6 	       825 	       1 	        1 	       465 	       2 	        1 	       465 	       3 	        1 	         0 	       4 	        6 	       825 	       5 	        1
   4187601 	     1876 	          01 	          2400 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1
   4187602 	     1876 	          02 	          2880 	       570 	       2 	        1 	       570 	       3 	        1 	       570 	       4 	        1 	       570 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       600 	       1 	        1
   4188601 	     1886 	          01 	           690 	         0 	       5 	        6 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	         0 	       2 	        6 	       240 	       3 	        1 	       450 	       4 	        1
   4188602 	     1886 	          02 	           480 	         0 	       5 	        6 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	         0 	       2 	        6 	       240 	       3 	        1 	       240 	       4 	        1
   4188702 	     1887 	          02 	          4395 	       720 	       5 	        1 	       660 	       6 	        1 	       660 	       7 	        1 	       660 	       1 	        1 	       675 	       2 	        1 	       480 	       3 	        1 	       540 	       4 	        1
   4188708 	     1887 	          08 	          5340 	       780 	       5 	        1 	       720 	       6 	        1 	       720 	       7 	        1 	       780 	       1 	        1 	       780 	       2 	        1 	       780 	       3 	        1 	       780 	       4 	        1
   4189101 	     1891 	          01 	          1680 	       300 	       1 	        1 	       300 	       2 	        1 	       300 	       3 	        1 	       300 	       4 	        1 	       300 	       5 	        1 	       180 	       6 	        1 	         0 	       7 	        6
   4189103 	     1891 	          03 	          3060 	       540 	       1 	        1 	       540 	       2 	        1 	       540 	       3 	        1 	       540 	       4 	        1 	       540 	       5 	        1 	       360 	       6 	        1 	         0 	       7 	        6
   4189403 	     1894 	          03 	          1980 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       540 	       2 	        1 	         0 	       3 	        6 	       480 	       4 	        1
   4189701 	     1897 	          01 	          5880 	       840 	       6 	        1 	       840 	       7 	        1 	       840 	       1 	        1 	       840 	       2 	        1 	       840 	       3 	        1 	       840 	       4 	        1 	       840 	       5 	        1
   4189801 	     1898 	          01 	           480 	         0 	       7 	        6 	       240 	       1 	        1 	         0 	       2 	        6 	        60 	       3 	        1 	       120 	       4 	        1 	        60 	       5 	        1 	         0 	       6 	        6
   4189803 	     1898 	          03 	           300 	         0 	       7 	        6 	         0 	       1 	        6 	         0 	       2 	        6 	       240 	       3 	        1 	         0 	       4 	        6 	        60 	       5 	        1 	         0 	       6 	        6
   4190301 	     1903 	          01 	          2280 	       630 	       4 	        1 	       510 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	       630 	       2 	        1 	       510 	       3 	        1
   4190601 	     1906 	          01 	          2115 	         0 	       7 	        6 	       360 	       1 	        1 	       360 	       2 	        1 	       795 	       3 	        1 	       360 	       4 	        1 	       240 	       5 	        1 	         0 	       6 	        6
   4191001 	     1910 	          01 	          1950 	       390 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       390 	       1 	        1 	       390 	       2 	        1 	       390 	       3 	        1 	       390 	       4 	        1
   4191102 	     1911 	          02 	          2340 	       300 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       510 	       1 	        1 	       510 	       2 	        1 	       510 	       3 	        1 	       510 	       4 	        1
   4191201 	     1912 	          01 	          2880 	       480 	       6 	        1 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1
   4191202 	     1912 	          02 	          2550 	         0 	       6 	        6 	         0 	       7 	        6 	       510 	       1 	        1 	       510 	       2 	        1 	       510 	       3 	        1 	       510 	       4 	        1 	       510 	       5 	        1
   4191601 	     1916 	          01 	          4410 	       720 	       1 	        1 	       780 	       2 	        1 	       840 	       3 	        1 	       840 	       4 	        1 	       840 	       5 	        1 	       390 	       6 	        1 	         0 	       7 	        6
   4191602 	     1916 	          02 	             0 	         0 	       1 	        6 	         0 	       2 	        6 	         0 	       3 	        6 	         0 	       4 	        6 	         0 	       5 	        6 	         0 	       6 	        6 	         0 	       7 	        6
   4191701 	     1917 	          01 	          2280 	       525 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       180 	       1 	        1 	       525 	       2 	        1 	       525 	       3 	        1 	       525 	       4 	        1
   4191702 	     1917 	          02 	          3150 	       540 	       5 	        1 	       750 	       6 	        1 	         0 	       7 	        6 	       540 	       1 	        1 	       540 	       2 	        1 	       540 	       3 	        1 	       240 	       4 	        1
   4191801 	     1918 	          01 	          3450 	       690 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       690 	       1 	        1 	       690 	       2 	        1 	       690 	       3 	        1 	       690 	       4 	        1
   4191802 	     1918 	          02 	          1680 	       420 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       420 	       1 	        1 	       420 	       2 	        1 	       420 	       3 	        1 	         0 	       4 	        6
   4192202 	     1922 	          02 	          2700 	         0 	       7 	        6 	       540 	       1 	        1 	       540 	       2 	        1 	       540 	       3 	        1 	       540 	       4 	        1 	       540 	       5 	        1 	         0 	       6 	        6
   4192204 	     1922 	          04 	          3150 	         0 	       7 	        6 	       630 	       1 	        1 	       630 	       2 	        1 	       630 	       3 	        1 	       630 	       4 	        1 	       630 	       5 	        1 	         0 	       6 	        6
   4192601 	     1926 	          01 	          3600 	       660 	       2 	        1 	       660 	       3 	        1 	       660 	       4 	        1 	       660 	       5 	        1 	       300 	       6 	        1 	         0 	       7 	        6 	       660 	       1 	        1
   4193101 	     1931 	          01 	          1950 	         0 	       7 	        6 	       390 	       1 	        1 	       390 	       2 	        1 	       390 	       3 	        1 	       390 	       4 	        1 	       390 	       5 	        1 	         0 	       6 	        6
   4193201 	     1932 	          01 	          2850 	       570 	       1 	        1 	       570 	       2 	        1 	       570 	       3 	        1 	       570 	       4 	        1 	       570 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4193501 	     1935 	          01 	          2400 	       480 	       2 	        1 	         0 	       3 	        6 	         0 	       4 	        6 	       480 	       5 	        1 	       480 	       6 	        1 	       480 	       7 	        1 	       480 	       1 	        1
   4193502 	     1935 	          02 	          1500 	       360 	       2 	        1 	         0 	       3 	        6 	       360 	       4 	        1 	       420 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       360 	       1 	        1
   4194301 	     1943 	          01 	          2550 	       510 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       510 	       1 	        1 	       510 	       2 	        1 	       510 	       3 	        1 	       510 	       4 	        1
   4194302 	     1943 	          02 	          1800 	       360 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       360 	       1 	        1 	       360 	       2 	        1 	       360 	       3 	        1 	       360 	       4 	        1
   4194401 	     1944 	          01 	          2355 	         0 	       6 	        6 	         0 	       7 	        6 	       495 	       1 	        1 	       495 	       2 	        1 	       495 	       3 	        1 	       495 	       4 	        1 	       375 	       5 	        1
   4194402 	     1944 	          02 	          1350 	         0 	       6 	        6 	         0 	       7 	        6 	       270 	       1 	        1 	       270 	       2 	        1 	       270 	       3 	        1 	       270 	       4 	        1 	       270 	       5 	        1
   4194802 	     1948 	          02 	          1800 	       360 	       1 	        1 	       360 	       2 	        1 	       360 	       3 	        1 	       360 	       4 	        1 	       360 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4194901 	     1949 	          01 	          2400 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1
   4194902 	     1949 	          02 	          2400 	         0 	       5 	        6 	         0 	       6 	        6 	         0 	       7 	        6 	       600 	       1 	        1 	       600 	       2 	        1 	       600 	       3 	        1 	       600 	       4 	        1
   4195101 	     1951 	          01 	          2160 	         0 	       5 	        6 	         0 	       6 	        6 	         0 	       7 	        6 	       540 	       1 	        1 	       540 	       2 	        1 	       540 	       3 	        1 	       540 	       4 	        1
   4195602 	     1956 	          02 	          2520 	       510 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       570 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4195701 	     1957 	          01 	          2205 	       435 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       420 	       1 	        1 	       450 	       2 	        1 	       450 	       3 	        1 	       450 	       4 	        1
   4195702 	     1957 	          02 	          3720 	       720 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       750 	       1 	        1 	       750 	       2 	        1 	       750 	       3 	        1 	       750 	       4 	        1
   4195901 	     1959 	          01 	          3480 	       780 	       5 	        1 	       480 	       6 	        1 	         0 	       7 	        6 	       330 	       1 	        1 	       330 	       2 	        1 	       780 	       3 	        1 	       780 	       4 	        1
   4195902 	     1959 	          02 	          4140 	       780 	       5 	        1 	       480 	       6 	        1 	         0 	       7 	        6 	       780 	       1 	        1 	       780 	       2 	        1 	       540 	       3 	        1 	       780 	       4 	        1
   4196001 	     1960 	          01 	          1500 	       240 	       6 	        1 	         0 	       7 	        6 	       240 	       1 	        1 	       240 	       2 	        1 	       240 	       3 	        1 	         0 	       4 	        6 	       540 	       5 	        1
   4196003 	     1960 	          03 	          4320 	       720 	       6 	        1 	       720 	       7 	        1 	       720 	       1 	        1 	         0 	       2 	        6 	       720 	       3 	        1 	       720 	       4 	        1 	       720 	       5 	        1
   4196601 	     1966 	          01 	          2520 	       540 	       2 	        1 	        90 	       3 	        1 	         0 	       4 	        6 	       540 	       5 	        1 	       630 	       6 	        1 	       630 	       7 	        1 	        90 	       1 	        1
   4196602 	     1966 	          02 	          2595 	       540 	       2 	        1 	       555 	       3 	        1 	       600 	       4 	        1 	       540 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       360 	       1 	        1
   4197201 	     1972 	          01 	          3315 	       660 	       1 	        1 	       660 	       2 	        1 	       675 	       3 	        1 	       660 	       4 	        1 	       660 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4198402 	     1984 	          02 	          2190 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	       480 	       2 	        1 	       570 	       3 	        1 	       570 	       4 	        1 	       570 	       5 	        1
   4199201 	     1992 	          01 	          2700 	       540 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       540 	       1 	        1 	       540 	       2 	        1 	       540 	       3 	        1 	       540 	       4 	        1
   4199301 	     1993 	          01 	          2550 	         0 	       6 	        6 	         0 	       7 	        6 	       510 	       1 	        1 	       510 	       2 	        1 	       510 	       3 	        1 	       510 	       4 	        1 	       510 	       5 	        1
   4199302 	     1993 	          02 	          1740 	         0 	       6 	        6 	         0 	       7 	        6 	       360 	       1 	        1 	       300 	       2 	        1 	       360 	       3 	        1 	       360 	       4 	        1 	       360 	       5 	        1
   4199403 	     1994 	          03 	          2040 	         0 	       6 	        6 	         0 	       7 	        6 	       360 	       1 	        1 	       420 	       2 	        1 	       420 	       3 	        1 	       420 	       4 	        1 	       420 	       5 	        1
   4199404 	     1994 	          04 	          2100 	         0 	       6 	        6 	         0 	       7 	        6 	       420 	       1 	        1 	       420 	       2 	        1 	       420 	       3 	        1 	       420 	       4 	        1 	       420 	       5 	        1
   4199703 	     1997 	          03 	          3150 	       450 	       1 	        1 	       450 	       2 	        1 	       450 	       3 	        1 	       450 	       4 	        1 	       450 	       5 	        1 	       450 	       6 	        1 	       450 	       7 	        1
   4200001 	     2000 	          01 	          2550 	       420 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       525 	       1 	        1 	       555 	       2 	        1 	       525 	       3 	        1 	       525 	       4 	        1
   4200002 	     2000 	          02 	          1320 	       375 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       120 	       1 	        1 	       270 	       2 	        1 	       285 	       3 	        1 	       270 	       4 	        1
   4200602 	     2006 	          02 	          2400 	         0 	       7 	        6 	       510 	       1 	        1 	       510 	       2 	        1 	       510 	       3 	        1 	       510 	       4 	        1 	       360 	       5 	        1 	         0 	       6 	        6
   4201002 	     2010 	          02 	          2100 	       420 	       2 	        1 	       420 	       3 	        1 	       420 	       4 	        1 	       420 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       420 	       1 	        1
   4201301 	     2013 	          01 	          1395 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	         0 	       2 	        6 	       465 	       3 	        1 	       465 	       4 	        1 	       465 	       5 	        1
   4201302 	     2013 	          02 	          1800 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       120 	       2 	        1 	       480 	       3 	        1 	       600 	       4 	        1 	       120 	       5 	        1
   4201702 	     2017 	          02 	          2415 	         0 	       1 	        6 	       615 	       2 	        1 	       420 	       3 	        1 	         0 	       4 	        6 	       720 	       5 	        1 	       660 	       6 	        1 	         0 	       7 	        6
