IDQUEST_HT 	CODI_LLAR 	CODI_PERSONA 	TEMPS_TREB_SET 	TEMPS_DIA1 	NOM_DIA1 	TREB_DIA1 	TEMPS_DIA2 	NOM_DIA2 	TREB_DIA2 	TEMPS_DIA3 	NOM_DIA3 	TREB_DIA3 	TEMPS_DIA4 	NOM_DIA4 	TREB_DIA4 	TEMPS_DIA5 	NOM_DIA5 	TREB_DIA5 	TEMPS_DIA6 	NOM_DIA6 	TREB_DIA6 	TEMPS_DIA7 	NOM_DIA7 	TREB_DIA7
   4000501 	     0005 	          01 	          2100 	         0 	       7 	        6 	       420 	       1 	        1 	       420 	       2 	        1 	       420 	       3 	        1 	       420 	       4 	        1 	       420 	       5 	        1 	         0 	       6 	        6
   4000601 	     0006 	          01 	          3600 	         0 	       7 	        6 	       720 	       1 	        1 	       720 	       2 	        1 	       720 	       3 	        1 	       720 	       4 	        1 	       720 	       5 	        1 	         0 	       6 	        6
   4000602 	     0006 	          02 	          3150 	         0 	       7 	        6 	       615 	       1 	        1 	       645 	       2 	        1 	       645 	       3 	        1 	       630 	       4 	        1 	       615 	       5 	        1 	         0 	       6 	        6
   4000802 	     0008 	          02 	          2805 	       510 	       1 	        1 	       510 	       2 	        1 	       480 	       3 	        1 	       510 	       4 	        1 	       390 	       5 	        1 	       405 	       6 	        1 	         0 	       7 	        6
   4000902 	     0009 	          02 	          1110 	       270 	       5 	        1 	       270 	       6 	        1 	       300 	       7 	        1 	         0 	       1 	        6 	         0 	       2 	        6 	       270 	       3 	        1 	         0 	       4 	        6
   4001801 	     0018 	          01 	          1470 	       540 	       3 	        1 	       540 	       4 	        1 	       390 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	         0 	       2 	        6
   4001802 	     0018 	          02 	          1455 	       345 	       3 	        1 	       345 	       4 	        1 	       285 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	       480 	       2 	        1
   4002601 	     0026 	          01 	          2400 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1
   4002602 	     0026 	          02 	          2460 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       540 	       4 	        1
   4002801 	     0028 	          01 	          3150 	         0 	       6 	        6 	         0 	       7 	        6 	       630 	       1 	        1 	       630 	       2 	        1 	       630 	       3 	        1 	       630 	       4 	        1 	       630 	       5 	        1
   4003103 	     0031 	          03 	            60 	         0 	       1 	        6 	         0 	       2 	        6 	         0 	       3 	        6 	         0 	       4 	        6 	        60 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4003302 	     0033 	          02 	           480 	         0 	       3 	        6 	         0 	       4 	        6 	         0 	       5 	        6 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	       480 	       2 	        1
   4003602 	     0036 	          02 	          1860 	       420 	       3 	        1 	       420 	       4 	        1 	       300 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       420 	       1 	        1 	       300 	       2 	        1
   4003701 	     0037 	          01 	          2070 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	       540 	       2 	        1 	       540 	       3 	        1 	       540 	       4 	        1 	       450 	       5 	        1
   4003702 	     0037 	          02 	          1725 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	       420 	       2 	        1 	       420 	       3 	        1 	       420 	       4 	        1 	       465 	       5 	        1
   4004001 	     0040 	          01 	          3075 	         0 	       7 	        6 	       615 	       1 	        1 	       615 	       2 	        1 	       615 	       3 	        1 	       615 	       4 	        1 	       615 	       5 	        1 	         0 	       6 	        6
   4004301 	     0043 	          01 	          2940 	       660 	       3 	        1 	       660 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       660 	       1 	        1 	       480 	       2 	        1
   4004302 	     0043 	          02 	          2850 	       570 	       3 	        1 	       570 	       4 	        1 	       570 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       570 	       1 	        1 	       570 	       2 	        1
   4004502 	     0045 	          02 	          2580 	       240 	       3 	        1 	       600 	       4 	        1 	       540 	       5 	        1 	       360 	       6 	        1 	         0 	       7 	        6 	       240 	       1 	        1 	       600 	       2 	        1
   4004701 	     0047 	          01 	          4200 	       600 	       6 	        1 	       600 	       7 	        1 	       600 	       1 	        1 	       600 	       2 	        1 	       600 	       3 	        1 	       600 	       4 	        1 	       600 	       5 	        1
   4004801 	     0048 	          01 	          2400 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1
   4004901 	     0049 	          01 	          2280 	         0 	       7 	        6 	       420 	       1 	        1 	       420 	       2 	        1 	       420 	       3 	        1 	       600 	       4 	        1 	       420 	       5 	        1 	         0 	       6 	        6
   4004902 	     0049 	          02 	          2220 	         0 	       7 	        6 	       450 	       1 	        1 	       450 	       2 	        1 	       450 	       3 	        1 	       450 	       4 	        1 	       420 	       5 	        1 	         0 	       6 	        6
   4005101 	     0051 	          01 	          3135 	       660 	       1 	        1 	       675 	       2 	        1 	       660 	       3 	        1 	       660 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4005301 	     0053 	          01 	          1635 	       345 	       4 	        1 	       345 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       330 	       1 	        1 	       330 	       2 	        1 	       285 	       3 	        1
   4005302 	     0053 	          02 	          1740 	       570 	       4 	        1 	       390 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	       390 	       2 	        1 	       390 	       3 	        1
   4005401 	     0054 	          01 	          2400 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1
   4005501 	     0055 	          01 	          3240 	         0 	       4 	        6 	       540 	       5 	        1 	       540 	       6 	        1 	       540 	       7 	        1 	       540 	       1 	        1 	       540 	       2 	        1 	       540 	       3 	        1
   4005701 	     0057 	          01 	          2625 	         0 	       6 	        6 	         0 	       7 	        6 	       690 	       1 	        1 	       510 	       2 	        1 	       420 	       3 	        1 	       510 	       4 	        1 	       495 	       5 	        1
   4005801 	     0058 	          01 	          2400 	         0 	       6 	        6 	         0 	       7 	        6 	       495 	       1 	        1 	       495 	       2 	        1 	       495 	       3 	        1 	       495 	       4 	        1 	       420 	       5 	        1
   4005802 	     0058 	          02 	          1950 	         0 	       6 	        6 	         0 	       7 	        6 	       390 	       1 	        1 	       390 	       2 	        1 	       390 	       3 	        1 	       390 	       4 	        1 	       390 	       5 	        1
   4005901 	     0059 	          01 	          1860 	         0 	       7 	        6 	       360 	       1 	        1 	       420 	       2 	        1 	       360 	       3 	        1 	       360 	       4 	        1 	       360 	       5 	        1 	         0 	       6 	        6
   4006101 	     0061 	          01 	          2700 	       450 	       1 	        1 	       450 	       2 	        1 	       450 	       3 	        1 	       450 	       4 	        1 	       450 	       5 	        1 	       450 	       6 	        1 	         0 	       7 	        6
   4006102 	     0061 	          02 	          1800 	       360 	       1 	        1 	       360 	       2 	        1 	       360 	       3 	        1 	       360 	       4 	        1 	       360 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4006201 	     0062 	          01 	          2100 	       420 	       1 	        1 	       420 	       2 	        1 	       420 	       3 	        1 	       420 	       4 	        1 	       420 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4006402 	     0064 	          02 	          2550 	       555 	       4 	        1 	       360 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       555 	       1 	        1 	       540 	       2 	        1 	       540 	       3 	        1
   4006602 	     0066 	          02 	          2100 	       420 	       4 	        1 	       420 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       420 	       1 	        1 	       420 	       2 	        1 	       420 	       3 	        1
   4006902 	     0069 	          02 	          4500 	         0 	       7 	        6 	       810 	       1 	        1 	       810 	       2 	        1 	       810 	       3 	        1 	       810 	       4 	        1 	       810 	       5 	        1 	       450 	       6 	        1
   4007001 	     0070 	          01 	          2400 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6
   4007201 	     0072 	          01 	          1680 	         0 	       1 	        6 	       420 	       2 	        1 	       420 	       3 	        1 	       420 	       4 	        1 	       420 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4007301 	     0073 	          01 	          2700 	       540 	       3 	        1 	       540 	       4 	        1 	       540 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       540 	       1 	        1 	       540 	       2 	        1
   4007302 	     0073 	          02 	          1680 	       300 	       3 	        1 	       240 	       4 	        1 	       240 	       5 	        1 	       300 	       6 	        1 	         0 	       7 	        6 	       300 	       1 	        1 	       300 	       2 	        1
   4008001 	     0080 	          01 	          1500 	         0 	       7 	        6 	       300 	       1 	        1 	       300 	       2 	        1 	       300 	       3 	        1 	       300 	       4 	        1 	       300 	       5 	        1 	         0 	       6 	        6
   4008501 	     0085 	          01 	          2415 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       495 	       3 	        1
   4008502 	     0085 	          02 	          2010 	         0 	       4 	        6 	         0 	       5 	        6 	       570 	       6 	        1 	       690 	       7 	        1 	       120 	       1 	        1 	       540 	       2 	        1 	        90 	       3 	        1
   4008503 	     0085 	          03 	          2940 	       600 	       4 	        1 	       570 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       600 	       1 	        1 	       600 	       2 	        1 	       570 	       3 	        1
   4008701 	     0087 	          01 	          2700 	         0 	       6 	        6 	         0 	       7 	        6 	       540 	       1 	        1 	       540 	       2 	        1 	       540 	       3 	        1 	       540 	       4 	        1 	       540 	       5 	        1
   4008702 	     0087 	          02 	          1470 	         0 	       6 	        6 	         0 	       7 	        6 	       315 	       1 	        1 	       300 	       2 	        1 	       330 	       3 	        1 	       315 	       4 	        1 	       210 	       5 	        1
   4008703 	     0087 	          03 	          2490 	         0 	       6 	        6 	         0 	       7 	        6 	       510 	       1 	        1 	       510 	       2 	        1 	       510 	       3 	        1 	       510 	       4 	        1 	       450 	       5 	        1
   4008802 	     0088 	          02 	          2640 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	       660 	       2 	        1 	       660 	       3 	        1 	       660 	       4 	        1 	       660 	       5 	        1
   4009101 	     0091 	          01 	          2400 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4010101 	     0101 	          01 	          3000 	       600 	       1 	        1 	       600 	       2 	        1 	       600 	       3 	        1 	       600 	       4 	        1 	       600 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4010801 	     0108 	          01 	          2280 	       330 	       6 	        1 	       450 	       7 	        1 	       285 	       1 	        1 	         0 	       2 	        6 	       270 	       3 	        1 	       270 	       4 	        1 	       675 	       5 	        1
   4010802 	     0108 	          02 	          2700 	       450 	       6 	        1 	         0 	       7 	        6 	       450 	       1 	        1 	       450 	       2 	        1 	       450 	       3 	        1 	       450 	       4 	        1 	       450 	       5 	        1
   4010902 	     0109 	          02 	           960 	         0 	       7 	        6 	         0 	       1 	        6 	         0 	       2 	        6 	         0 	       3 	        6 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6
   4011201 	     0112 	          01 	          2400 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4011301 	     0113 	          01 	          2400 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1
   4011302 	     0113 	          02 	          2400 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1
   4011501 	     0115 	          01 	           990 	       330 	       4 	        1 	       330 	       5 	        1 	       330 	       6 	        1 	         0 	       7 	        6 	         0 	       1 	        6 	         0 	       2 	        6 	         0 	       3 	        6
   4013001 	     0130 	          01 	           540 	       180 	       1 	        1 	         0 	       2 	        6 	       180 	       3 	        1 	         0 	       4 	        6 	       180 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4013601 	     0136 	          01 	           900 	       180 	       6 	        1 	       180 	       7 	        1 	         0 	       1 	        6 	         0 	       2 	        6 	       180 	       3 	        1 	       180 	       4 	        1 	       180 	       5 	        1
   4013901 	     0139 	          01 	          3450 	       570 	       1 	        1 	       510 	       2 	        1 	      1260 	       3 	        1 	       720 	       4 	        1 	       390 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4014001 	     0140 	          01 	          1440 	         0 	       1 	        6 	         0 	       2 	        6 	         0 	       3 	        6 	       420 	       4 	        1 	       480 	       5 	        1 	       540 	       6 	        1 	         0 	       7 	        6
   4014002 	     0140 	          02 	          1740 	         0 	       1 	        6 	         0 	       2 	        6 	         0 	       3 	        6 	       540 	       4 	        1 	       420 	       5 	        1 	       420 	       6 	        1 	       360 	       7 	        1
   4014101 	     0141 	          01 	          1800 	       360 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       360 	       1 	        1 	       360 	       2 	        1 	       360 	       3 	        1 	       360 	       4 	        1
   4014201 	     0142 	          01 	             0 	         0 	       5 	        6 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	         0 	       2 	        6 	         0 	       3 	        6 	         0 	       4 	        6
   4014301 	     0143 	          01 	           480 	       240 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	         0 	       2 	        6 	         0 	       3 	        6 	       240 	       4 	        1
   4014302 	     0143 	          02 	          1740 	         0 	       5 	        6 	       360 	       6 	        1 	       300 	       7 	        1 	       360 	       1 	        1 	       240 	       2 	        1 	       240 	       3 	        1 	       240 	       4 	        1
   4014303 	     0143 	          03 	          3360 	       600 	       5 	        1 	       600 	       6 	        1 	       360 	       7 	        1 	       600 	       1 	        1 	       600 	       2 	        1 	       600 	       3 	        1 	         0 	       4 	        6
   4014304 	     0143 	          04 	          1800 	       300 	       5 	        1 	       300 	       6 	        1 	         0 	       7 	        6 	       300 	       1 	        1 	       300 	       2 	        1 	       300 	       3 	        1 	       300 	       4 	        1
   4014601 	     0146 	          01 	          1020 	       420 	       6 	        1 	       180 	       7 	        1 	         0 	       1 	        6 	         0 	       2 	        6 	         0 	       3 	        6 	         0 	       4 	        6 	       420 	       5 	        1
   4014701 	     0147 	          01 	          2250 	         0 	       7 	        6 	       450 	       1 	        1 	       450 	       2 	        1 	       450 	       3 	        1 	       450 	       4 	        1 	       450 	       5 	        1 	         0 	       6 	        6
   4014702 	     0147 	          02 	          1500 	         0 	       7 	        6 	       300 	       1 	        1 	       300 	       2 	        1 	       300 	       3 	        1 	       300 	       4 	        1 	       300 	       5 	        1 	         0 	       6 	        6
   4014801 	     0148 	          01 	          3360 	       480 	       7 	        1 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1 	       480 	       6 	        1
   4014902 	     0149 	          02 	          2400 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4015101 	     0151 	          01 	          2250 	       450 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       450 	       1 	        1 	       450 	       2 	        1 	       450 	       3 	        1 	       450 	       4 	        1
   4015401 	     0154 	          01 	          3090 	       525 	       5 	        1 	       480 	       6 	        1 	       405 	       7 	        1 	       420 	       1 	        1 	       420 	       2 	        1 	       420 	       3 	        1 	       420 	       4 	        1
   4015402 	     0154 	          02 	          1800 	       360 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       360 	       1 	        1 	       360 	       2 	        1 	       360 	       3 	        1 	       360 	       4 	        1
   4015501 	     0155 	          01 	          2400 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1
   4015802 	     0158 	          02 	          2400 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6
   4016301 	     0163 	          01 	          2400 	       600 	       2 	        1 	       600 	       3 	        1 	       600 	       4 	        1 	         0 	       5 	        6 	         0 	       6 	        6 	       600 	       7 	        1 	         0 	       1 	        6
   4016401 	     0164 	          01 	          2655 	       450 	       2 	        1 	       450 	       3 	        1 	       450 	       4 	        1 	       450 	       5 	        1 	       300 	       6 	        1 	         0 	       7 	        6 	       555 	       1 	        1
   4017001 	     0170 	          01 	          3600 	         0 	       1 	        6 	       720 	       2 	        1 	       720 	       3 	        1 	       720 	       4 	        1 	       720 	       5 	        1 	       720 	       6 	        1 	         0 	       7 	        6
   4017202 	     0172 	          02 	          2880 	       570 	       2 	        1 	       570 	       3 	        1 	       570 	       4 	        1 	       570 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       600 	       1 	        1
   4017301 	     0173 	          01 	          3270 	       660 	       2 	        1 	       660 	       3 	        1 	       720 	       4 	        1 	       600 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       630 	       1 	        1
   4017302 	     0173 	          02 	          2280 	       420 	       2 	        1 	       600 	       3 	        1 	       420 	       4 	        1 	       420 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       420 	       1 	        1
   4017402 	     0174 	          02 	          2100 	       420 	       2 	        1 	       420 	       3 	        1 	       420 	       4 	        1 	       420 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       420 	       1 	        1
   4017403 	     0174 	          03 	          2550 	       510 	       2 	        1 	       510 	       3 	        1 	       510 	       4 	        1 	       510 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       510 	       1 	        1
   4017501 	     0175 	          01 	          1725 	         0 	       6 	        6 	         0 	       7 	        6 	       435 	       1 	        1 	       435 	       2 	        1 	       435 	       3 	        1 	       420 	       4 	        1 	         0 	       5 	        6
   4017701 	     0177 	          01 	          1200 	         0 	       7 	        6 	       420 	       1 	        1 	       420 	       2 	        1 	         0 	       3 	        6 	         0 	       4 	        6 	       360 	       5 	        1 	         0 	       6 	        6
   4017702 	     0177 	          02 	          1650 	       540 	       7 	        1 	       540 	       1 	        1 	       570 	       2 	        1 	         0 	       3 	        6 	         0 	       4 	        6 	         0 	       5 	        6 	         0 	       6 	        6
   4017801 	     0178 	          01 	          2970 	         0 	       7 	        6 	       600 	       1 	        1 	       600 	       2 	        1 	       540 	       3 	        1 	       660 	       4 	        1 	       570 	       5 	        1 	         0 	       6 	        6
   4018101 	     0181 	          01 	          1425 	         0 	       5 	        6 	         0 	       6 	        6 	         0 	       7 	        6 	       300 	       1 	        1 	       300 	       2 	        1 	       300 	       3 	        1 	       525 	       4 	        1
   4018102 	     0181 	          02 	          1455 	         0 	       5 	        6 	         0 	       6 	        6 	         0 	       7 	        6 	       525 	       1 	        1 	       420 	       2 	        1 	         0 	       3 	        6 	       510 	       4 	        1
   4018201 	     0182 	          01 	          2640 	       600 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       600 	       1 	        1 	       600 	       2 	        1 	       420 	       3 	        1 	       420 	       4 	        1
   4018301 	     0183 	          01 	          2880 	       480 	       5 	        1 	       480 	       6 	        1 	       480 	       7 	        1 	         0 	       1 	        6 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1
   4018302 	     0183 	          02 	          2880 	       480 	       5 	        1 	       480 	       6 	        1 	       480 	       7 	        1 	         0 	       1 	        6 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1
   4018501 	     0185 	          01 	          2400 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1
   4018801 	     0188 	          01 	          2100 	         0 	       7 	        6 	       420 	       1 	        1 	       420 	       2 	        1 	       420 	       3 	        1 	       420 	       4 	        1 	       420 	       5 	        1 	         0 	       6 	        6
   4019401 	     0194 	          01 	          2370 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       420 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       510 	       1 	        1
   4019501 	     0195 	          01 	          2550 	         0 	       6 	        6 	         0 	       7 	        6 	       510 	       1 	        1 	       510 	       2 	        1 	       510 	       3 	        1 	       510 	       4 	        1 	       510 	       5 	        1
   4019601 	     0196 	          01 	          2460 	         0 	       6 	        6 	         0 	       7 	        6 	       510 	       1 	        1 	       510 	       2 	        1 	       510 	       3 	        1 	       510 	       4 	        1 	       420 	       5 	        1
   4020401 	     0204 	          01 	          3420 	       570 	       5 	        1 	       570 	       6 	        1 	       570 	       7 	        1 	       570 	       1 	        1 	       570 	       2 	        1 	       570 	       3 	        1 	         0 	       4 	        6
   4020903 	     0209 	          03 	             0 	         0 	       1 	        6 	         0 	       2 	        6 	         0 	       3 	        6 	         0 	       4 	        6 	         0 	       5 	        6 	         0 	       6 	        6 	         0 	       7 	        6
   4021001 	     0210 	          01 	          1260 	       240 	       1 	        1 	         0 	       2 	        6 	       420 	       3 	        1 	       300 	       4 	        1 	       300 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4021002 	     0210 	          02 	          3030 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       540 	       5 	        1 	       570 	       6 	        1 	         0 	       7 	        6
   4021701 	     0217 	          01 	          2250 	         0 	       7 	        6 	       600 	       1 	        1 	       420 	       2 	        1 	       420 	       3 	        1 	       480 	       4 	        1 	       330 	       5 	        1 	         0 	       6 	        6
   4021801 	     0218 	          01 	          2400 	         0 	       7 	        6 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6
   4021901 	     0219 	          01 	          1845 	         0 	       1 	        6 	       465 	       2 	        1 	       465 	       3 	        1 	       465 	       4 	        1 	       450 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
   4022102 	     0221 	          02 	          3015 	       600 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       735 	       1 	        1 	       540 	       2 	        1 	       720 	       3 	        1 	       420 	       4 	        1
   4022601 	     0226 	          01 	          1800 	         0 	       6 	        6 	         0 	       7 	        6 	       360 	       1 	        1 	       360 	       2 	        1 	       360 	       3 	        1 	       360 	       4 	        1 	       360 	       5 	        1
   4022602 	     0226 	          02 	          2595 	         0 	       6 	        6 	         0 	       7 	        6 	       525 	       1 	        1 	       570 	       2 	        1 	       570 	       3 	        1 	       540 	       4 	        1 	       390 	       5 	        1
   4023301 	     0233 	          01 	          2250 	       450 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       450 	       1 	        1 	       450 	       2 	        1 	       450 	       3 	        1 	       450 	       4 	        1
   4023501 	     0235 	          01 	          2490 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1 	       540 	       2 	        1 	       510 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1
   4023801 	     0238 	          01 	          2325 	         0 	       7 	        6 	       465 	       1 	        1 	       465 	       2 	        1 	       465 	       3 	        1 	       465 	       4 	        1 	       465 	       5 	        1 	         0 	       6 	        6
   4023802 	     0238 	          02 	          2685 	         0 	       7 	        6 	       600 	       1 	        1 	       600 	       2 	        1 	       450 	       3 	        1 	       615 	       4 	        1 	       420 	       5 	        1 	         0 	       6 	        6
   4024101 	     0241 	          01 	          1740 	       420 	       2 	        1 	       420 	       3 	        1 	       420 	       4 	        1 	         0 	       5 	        6 	         0 	       6 	        6 	         0 	       7 	        6 	       480 	       1 	        1
   4024601 	     0246 	          01 	          1860 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	       600 	       2 	        1 	       600 	       3 	        1 	       660 	       4 	        1 	         0 	       5 	        6
   4024602 	     0246 	          02 	             0 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	         0 	       2 	        6 	         0 	       3 	        6 	         0 	       4 	        6 	         0 	       5 	        6
   4024701 	     0247 	          01 	          3480 	         0 	       7 	        6 	       360 	       1 	        1 	       600 	       2 	        1 	       600 	       3 	        1 	       600 	       4 	        1 	       720 	       5 	        1 	       600 	       6 	        1
   4024702 	     0247 	          02 	          2355 	       450 	       7 	        1 	       480 	       1 	        1 	         0 	       2 	        6 	         0 	       3 	        6 	       480 	       4 	        1 	       480 	       5 	        1 	       465 	       6 	        1
   4024801 	     0248 	          01 	          1260 	         0 	       7 	        6 	       480 	       1 	        1 	       300 	       2 	        1 	       480 	       3 	        1 	         0 	       4 	        6 	         0 	       5 	        6 	         0 	       6 	        6
   4025401 	     0254 	          01 	          2280 	       600 	       2 	        1 	       420 	       3 	        1 	       420 	       4 	        1 	       420 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       420 	       1 	        1
   4025501 	     0255 	          01 	          2760 	         0 	       6 	        6 	         0 	       7 	        6 	       420 	       1 	        1 	       660 	       2 	        1 	       540 	       3 	        1 	       600 	       4 	        1 	       540 	       5 	        1
   4025502 	     0255 	          02 	          2340 	         0 	       6 	        6 	         0 	       7 	        6 	       540 	       1 	        1 	       420 	       2 	        1 	       420 	       3 	        1 	       540 	       4 	        1 	       420 	       5 	        1
   4026601 	     0266 	          01 	          2595 	         0 	       6 	        6 	         0 	       7 	        6 	       570 	       1 	        1 	       540 	       2 	        1 	       525 	       3 	        1 	       570 	       4 	        1 	       390 	       5 	        1
   4027101 	     0271 	          01 	          1680 	       450 	       4 	        1 	       450 	       5 	        1 	       330 	       6 	        1 	         0 	       7 	        6 	         0 	       1 	        6 	         0 	       2 	        6 	       450 	       3 	        1
   4027102 	     0271 	          02 	           480 	         0 	       4 	        6 	         0 	       5 	        6 	         0 	       6 	        6 	         0 	       7 	        6 	         0 	       1 	        6 	         0 	       2 	        6 	       480 	       3 	        1
   4028202 	     0282 	          02 	          2925 	       585 	       3 	        1 	       585 	       4 	        1 	       585 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       585 	       1 	        1 	       585 	       2 	        1
   4028401 	     0284 	          01 	          1200 	       240 	       3 	        1 	       240 	       4 	        1 	       240 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       240 	       1 	        1 	       240 	       2 	        1
   4029201 	     0292 	          01 	          3030 	       600 	       4 	        1 	       600 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6 	       600 	       1 	        1 	       600 	       2 	        1 	       630 	       3 	        1
   4029502 	     0295 	          02 	          1620 	         0 	       6 	        6 	         0 	       7 	        6 	       600 	       1 	        1 	       240 	       2 	        1 	       240 	       3 	        1 	       240 	       4 	        1 	       300 	       5 	        1
   4030001 	     0300 	          01 	          2400 	       480 	       1 	        1 	       480 	       2 	        1 	       480 	       3 	        1 	       480 	       4 	        1 	       480 	       5 	        1 	         0 	       6 	        6 	         0 	       7 	        6
