Variable	DescrCA	DescrES	DescrEN	Valor_Value	LabelCA	LabelES	LabelEN
ACT_ESTRES				421	Ajudes a la construcció i les reparacions	En la construcción y las reparaciones	Construction and repairs as help
ACT_ESTRES				422	Ajudes al treball i a l'agricultura	En las tareas agrícolas, ganaderas o de oficina, etc.	Help in employment and farming
ACT_ESTRES				423	Atenció de fills que viuen en una altra llar 	En el cuidado de los hijos que viven en otro hogar	Care of own children living in another household
ACT_ESTRES				424	Ajudes a l'atenció d’infants d'altres llars	En el cuidado de niños que viven en otros hogares	Childcare as help to another household
ACT_ESTRES				425	Ajudes a adults d'altres llars	En el cuidado de los adultos de otros hogares	Help to an adult person of another household
ACT_ESTRES				429	Altres tipus d'ajudes informals, especificades o no a altres llars	Otras ayudas informales en otros hogares	Other/ unspecified informal help to another household
ACT_ESTRES				431	Reunions	Reuniones y encuentros	Meetings
ACT_ESTRES				432	Pràctiques religioses	Prácticas religiosas	Religious activities
ACT_ESTRES				433	Visites al cementiri i cura de les tombes	Visitas al cementerio y cuidado de las tumbas	Visits to cemetery and grave care
ACT_ESTRES				439	Altres activitats participatives, especificades o no	Otras actividades participativas y religiosas	Other or unspecified participatory activities
ACT_ESTRES				511	Vida social en família	Vida social en familia	Socialising with family
ACT_ESTRES				512	Fer i rebre visites	Visitar a alguien y recibir visitas en casa	Visiting and receiving visitors
ACT_ESTRES				513	Festes i celebracions	Fiestas y celebraciones	Celebrations
ACT_ESTRES				514	Converses amb àudio i vídeo	Conversaciones de audio o vídeo	Audio and video conversation
ACT_ESTRES				515	Comunicació per missatgeria de text (SMS, missatgeria instantània, correu electrònic,...)	Comunicación por mensajes de texto	Communication by text messaging (SMS, instant messages, email, etc.)
ACT_ESTRES				516	Temps dedicat a xarxes socials	Redes sociales	Time spent on social media
ACT_ESTRES				519	Altres tipus d'activitats relacionades amb la vida social, especificades o no	Otras actividades sociales 	Other or unspecified social life
ACT_ESTRES				521	Cinema	Cine	Cinema
ACT_ESTRES				522	Teatre i concerts	Teatro y conciertos	Theatre and concerts
ACT_ESTRES				523	Exposicions d'art i museus	Exposiciones de arte y museos	Art exhibitions and museums
ACT_ESTRES				524	Biblioteques	Bibliotecas	Library
ACT_ESTRES				525	Assistència a espectacles esportius	Asistencia a eventos deportivos	Attending live sports events
ACT_ESTRES				526	Zoològics, jardins botànics, reserves naturals, etc	Zoológicos, jardines botánicos y reservas naturales	Zoos, botanical gardens, natural reserves, etc.
ACT_ESTRES				529	Altres tipus de diversions i actes culturals, especificats o no	Otras actividades culturales y de entretenimiento	Other or unspecified entertainment and culture
ACT_ESTRES				531	Oci passiu, temps mort	Ocio pasivo y tiempo muerto	Resting - time out
ACT_ESTRES				611	Caminar ,passejar, senderisme	Caminar, pasear y hacer senderismo	Walking and hiking
ACT_ESTRES				612	Córrer	Correr	Jogging and running
ACT_ESTRES				613	Ciclisme, esquí i patinatge	Ciclismo, esquí y patinaje	Cycling, skiing and skating
ACT_ESTRES				614	Esports amb pilota	Deportes de pelota	Ball games
ACT_ESTRES				615	Gimnàstica, condicionament físic i culturisme	Gimnasia y fitnes	Gymnastics and fitness
ACT_ESTRES				616	Esports aquàtics	Deportes acuáticos	Water sports
ACT_ESTRES				619	Altres  activitats d’exercici físic, especificades o no	Otros deportes o actividades al aire libre	Other or unspecified sports or outdoor activities
ACT_ESTRES				621	Exercici productiu (caçar; pescar i collir bolets, mores, espàrrecs i altres fruits i plantes)	Ejercicio productivo (cazar, pescar, recoger setas, moras, espárragos, etc.)	Productive exercise (e.g. hunting, fishing, picking berries, mushrooms or herbs)
ACT_ESTRES				631	Activitats relacionades amb els esports	Actividades relacionadas con los deportes	Sports related activities
ACT_ESTRES				711	Arts (visuals, de l’espectacle, literàries)	Artes visuales, escénicas y literarias	Arts (visual, performing, literary)
ACT_ESTRES				712	Col·leccionisme	Coleccionismo	Collecting
ACT_ESTRES				713	Elaboració de productes artesans	Elaboración de productos artesanos	Making handicraft products
ACT_ESTRES				719	Altres arts i aficions, especificades o no	Otras aficiones artísticas	Other or unspecified hobbies
ACT_ESTRES				721	Programació informàtica	Programación informática	Computing
ACT_ESTRES				722	Cerca d'informació a internet	Búsqueda de información en internet	Information search using internet
ACT_ESTRES				729	Altres tipus d'activitats relacionades amb la informàtica, especificades o no	Otras actividades informáticas	Other or unspecified computing
ACT_ESTRES				731	Jocs en solitari i apostes	Juegos en solitario y apuestas	Solo games and play, gambling
ACT_ESTRES				732	Jocs de societat	Juegos de sociedad	Parlour games and play
ACT_ESTRES				733	Jocs informàtics (ordinador)	Juegos de ordenador	Computer games
ACT_ESTRES				734	Jocs de consola (domèstica)	Juegos de consola	Console games (on home console)
ACT_ESTRES				735	Jocs per a mòbils (dispositius de mà / telèfons intel·ligents)	Juegos para móviles y tabletas	Mobile games (on handheld device/ smartphone)
ACT_ESTRES				739	Altres tipus de jocs, especificats o no	Otros juegos	Other or unspecified games
ACT_ESTRES				811	Lectura de premsa	Prensa y revistas	Reading periodicals
ACT_ESTRES				812	Lectura de llibres	Libros	Reading books
ACT_ESTRES				819	Altres tipus de lectura, especificats o no	Otros tipos de lectura	Other or unspecified reading
ACT_ESTRES				821	Mirar la televisió, el vídeo o el DVD	Ver la televisión, vídeos o DVD	Watching TV, video or DVD
ACT_ESTRES				831	Escoltar la ràdio, música o gravacions	Escuchar la radio, música o grabaciones	Listening to radio or recordings
ACT_ESTRES				910	Trajectes a la feina o des de la feina	Trayectos para ir y volver del trabajo	Travel to/ from work
ACT_ESTRES				920	Trajectes deguts a estudis	Trayectos relacionados con los estudios	Travel related to study
ACT_ESTRES				936	Trajectes deguts a les compres i serveis 	Trayectos relacionados con las compras y los servicios	Travel related to shopping and services
ACT_ESTRES				938	Trajectes deguts a l'atenció dels infants membres de la llar 	Trayectos relacionados con el cuidado de los niños del hogar	Travel related to childcare
ACT_ESTRES				939	Trajectes deguts a l'atenció d’altres cures de la llar	Trayectos relacionados con el cuidado de otros miembros del hogar	Travel related to other household care
ACT_ESTRES				940	Trajectes per al treball voluntari i per a les reunions	Trayectos relacionados con el voluntariado y ayudas altruistas	Travel related to voluntary work and meetings
ACT_ESTRES				950	Trajectes deguts a les activitats relacionades amb la vida social	Trayectos relacionados con la vida social	Travel related to social life
ACT_ESTRES				960	Trajectes deguts a altres activitats de temps lliure	Trayectos relacionados con otras actividades de ocio	Travel related to other leisure
ACT_ESTRES				980	Trajectes deguts a canvis de municipi	Trayectos para ir de un municipio a otro	Travel related to changing locality
ACT_ESTRES				900	Altres trajectes amb una altra finalitat, especificada o no	Otros trayectos con fines distintos	Other or unspecified travel purpose
ACT_ESTRES				995	Emplenar l'enquesta de l'ús del temps	Rellenar el diario de uso del tiempo	Filling in the time use diary
ACT_ESTRES				998	Temps lliure no especificat	Tiempo libre no especificado	Unspecified leisure time
ACT_ESTRES				999	Un altre ús del temps no especificat	Otro uso del tiempo no especificado	Other unspecified time use
ACT_ESTRES				000	No ho sap / No contesta	No lo sabe / No contesta	Don't know / No answer
DIA	Com definiria el seu dia?	¿Cómo definiría su día?	How would you describe your day?				
DIA				1	Molt agradable	Muy agradable	
DIA				2	Agradable	Agradable	
DIA				3	Ni agradable ni desagradable	Ni agradable ni desagradable	
DIA				4	Desagradable	Desagradable	
DIA				5	Molt desagradable	Muy desagradable	
TIPUS_DIA	Com considera que ha estat el seu dia?	¿Cómo considera que ha sido su día?	How do you think your day was?				
TIPUS_DIA				1	Dia habitual	Día habitual	Usual day
TIPUS_DIA				2	Dia inusual	Día inusual	Unusual day
FE_diaris	Factor d'elevació diaris d'activitat						
