Variable	DescrCA	DescrES	DescrEN	Valor_Value	LabelCA	LabelES	LabelEN
DINAR_SOPAR				5	Una persona de fora de la llar	Una persona de fuera del hogar	A non-household member
DINAR_SOPAR				6	Altres situacions	Otras situaciones	Other situations
COMPRAR	"Qui està més pendent de planificar què cal comprar en el dia a dia?

FILTRE:
[Edat >17]"	"¿Quién está más pendiente de planificar qué hay que comprar en el día a día?

FILTRO:
[Edad >17]"	"Who mainly keeps in mind what needs to be bought on a daily basis?

FILTER:
[Age>17]"				
COMPRAR				1	Majoritàriament l'enquest/ada	Mayoritariamente el encuestado/a	Mostly the respondent
COMPRAR				2	Majoritàriament la parella de l'enquestat/ada	Mayoritariamente la pareja del encuestado/a	Mostly the respondent's partner
COMPRAR				3	A parts iguals entre l'enquestat/ada i la parella	A partes iguales entre el encuestado/a y su pareja	Equally shared between the respondent and their partner
COMPRAR				4	Un altre membre de la llar	Otro miembro del hogar	Another household member
COMPRAR				5	Una persona de fora de la llar	Una persona de fuera del hogar	A non-household member
COMPRAR				6	Altres situacions	Otras situaciones	Other situations
NETEJA	"Qui està més pendent de planificar  què cal fer una neteja a fons de la casa i ho proposa?

FILTRE:
[Edat >17]"	"¿Quién está más pendiente de planificar cuándo es necesario hacer una limpieza a fondo de la casa y lo propone?

FILTRO:
[Edad >17]"	"Who mainly keeps in mind when a thorough cleaning of the house should be done and who suggests doing it?

FILTER:
[Age>17]"				
NETEJA				1	Majoritàriament l'enquest/ada	Mayoritariamente el encuestado/a	Mostly the respondent
NETEJA				2	Majoritàriament la parella de l'enquestat/ada	Mayoritariamente la pareja del encuestado/a	Mostly the respondent's partner
NETEJA				3	A parts iguals entre l'enquestat/ada i la parella	A partes iguales entre el encuestado/a y su pareja	Equally shared between the respondent and their partner
NETEJA				4	Un altre membre de la llar	Otro miembro del hogar	Another household member
NETEJA				5	Una persona de fora de la llar	Una persona de fuera del hogar	A non-household member
NETEJA				6	Altres situacions	Otras situaciones	Other situations
ROBA_INFANTS	"Qui està més pendent de planificar la roba que es posen els infants diàriament?

FILTRE:
[Edat >17] + [algun membre llar edat <10]"	"¿Quién está más pendiente de planificar la ropa que se ponen los niños a diario?

FILTRO:
[Edad >17] + [algun miembro hogar edad<10]"	"Who mainly keeps in mind what clothes the children should wear each day?

FILTER:
[Age >17] + [Any household member age<10]"				
ROBA_INFANTS				1	Majoritàriament l'enquest/ada	Mayoritariamente el encuestado/a	Mostly the respondent
ROBA_INFANTS				2	Majoritàriament la parella de l'enquestat/ada	Mayoritariamente la pareja del encuestado/a	Mostly the respondent's partner
ROBA_INFANTS				3	A parts iguals entre l'enquestat/ada i la parella	A partes iguales entre el encuestado/a y su pareja	Equally shared between the respondent and their partner
ROBA_INFANTS				4	Un altre membre de la llar	Otro miembro del hogar	Another household member
ROBA_INFANTS				5	Una persona de fora de la llar	Una persona de fuera del hogar	A non-household member
ROBA_INFANTS				6	Altres situacions	Otras situaciones	Other situations
MEDIC	"Qui està més pendent de planificar el seguiment mèdic dels infants?

FILTRE:
[Edat >17] + [algun membre llar edat <10]"	"¿Quién está más pendiente de planificar el seguimiento médico de los niños?

FILTRO:
[Edad >17] + [algun miembro hogar edad<10]"	"Who mainly keeps in mind the children’s medical follow-up?

FILTER:
[Age >17] + [Any household member age<10]"				
MEDIC				1	Majoritàriament l'enquest/ada	Mayoritariamente el encuestado/a	Mostly the respondent
MEDIC				2	Majoritàriament la parella de l'enquestat/ada	Mayoritariamente la pareja del encuestado/a	Mostly the respondent's partner
MEDIC				3	A parts iguals entre l'enquestat/ada i la parella	A partes iguales entre el encuestado/a y su pareja	Equally shared between the respondent and their partner
MEDIC				4	Un altre membre de la llar	Otro miembro del hogar	Another household member
MEDIC				5	Una persona de fora de la llar	Una persona de fuera del hogar	A non-household member
MEDIC				6	Altres situacions	Otras situaciones	Other situations
GRUPS	"Qui està més pendent de les comunicacions de l'escola dels infants?

FILTRE:
[Edat >17] + [algun membre llar edat <10]"	"¿Quién está más pendiente de las comunicaciones del colegio de los niños?

FILTRO:
[Edad >17] + [algun miembro hogar edad<10]"	"Who mainly keeps in mind the children’s school communications?

FILTER:
[Age >17] + [Any household member age<10]"				
GRUPS				1	Majoritàriament l'enquest/ada	Mayoritariamente el encuestado/a	Mostly the respondent
GRUPS				2	Majoritàriament la parella de l'enquestat/ada	Mayoritariamente la pareja del encuestado/a	Mostly the respondent's partner
GRUPS				3	A parts iguals entre l'enquestat/ada i la parella	A partes iguales entre el encuestado/a y su pareja	Equally shared between the respondent and their partner
GRUPS				4	Un altre membre de la llar	Otro miembro del hogar	Another household member
GRUPS				5	Una persona de fora de la llar	Una persona de fuera del hogar	A non-household member
GRUPS				6	Altres situacions	Otras situaciones	Other situations
FE_IND	Factor d'elevació individual multiplicat per 100.000 (factor d'elevació real = FE_IND / 100.000)	Factor de elevación individual multiplicado por 100.000 (factor de elevación real = FE_IND / 100.000)	Individual weighting factor multiplied by 100.000 (Real Inflation factor = FE_IND / 100.000)				
