encuesta_year,hogar_uid,persona_uid,id_hogar,n_pers,tramo_edad,sexo,nivel_estudios,situacion_laboral,estrato,estado_salud,trimestre,dia_semana,tipo_dia,internet_medicion,factor_elevacion,min_cuidados_personales,min_trabajo_remunerado,min_estudios,min_hogar_familia,min_voluntario_reuniones,min_vida_social_diversion,min_deportes_airelibre,min_aficiones_informatica,min_medios_comunicacion,min_trayectos_noespec,min_cp_dormir,min_cp_comer_beber,min_cp_higiene_salud,min_tr_actividad_laboral,min_tr_actividades_relacionadas,min_est_clases_formacion,min_est_estudio_tiempo_libre,min_hf_actividades_culinarias,min_hf_mantenimiento_hogar,min_hf_ropa,min_hf_jardineria_animales,min_hf_construccion_reparaciones,min_hf_compras_servicios,min_hf_gestiones_hogar,min_hf_cuidado_menores,min_hf_cuidado_adultos,min_vr_voluntariado_organizado,min_vr_ayuda_otros_hogares,min_vr_participacion_religion,min_vs_vida_social,min_vs_diversion_cultura,min_vs_ocio_pasivo,min_da_ejercicio_fisico,min_da_ejercicio_productivo,min_da_actividades_relacionadas,min_ai_arte_aficiones,min_ai_informatica,min_ai_juegos,min_mc_lectura,min_mc_television_video,min_mc_radio_grabaciones,min_tray_trabajo,min_tray_estudios,min_tray_hogar_familia,min_tray_voluntariado,min_tray_vida_social,min_tray_otro_ocio,min_tray_cambio_municipio,min_tray_otros_no_especificado,min_internet_total,min_internet_cuidados_personales,min_internet_trabajo_remunerado,min_internet_estudios,min_internet_hogar_familia,min_internet_voluntario_reuniones,min_internet_vida_social_diversion,min_internet_deportes_airelibre,min_internet_aficiones_informatica,min_internet_medios_comunicacion,min_internet_trayectos_noespec
2011,2011_1,2011_1_1,1,1,65 o más,Hombre,Sec. primera etapa,Jubilado o prejubilado,Municipio pequeño / Área rural,Bueno,Oct-Dic,Lunes-Jueves,Día habitual,No disponible,1561.486,660.0,0.0,0.0,110.0,20.0,40.0,320.0,0.0,230.0,60.0,490.0,120.0,50.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,40.0,320.0,0.0,0.0,0.0,0.0,0.0,40.0,190.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2011,2011_1,2011_1_2,1,2,65 o más,Mujer,Primaria o inferior,Jubilado o prejubilado,Municipio pequeño / Área rural,Bueno,Oct-Dic,Lunes-Jueves,Día habitual,No disponible,1597.897,740.0,0.0,0.0,280.0,50.0,0.0,170.0,0.0,200.0,0.0,560.0,130.0,50.0,0.0,0.0,0.0,0.0,200.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,60.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2011,2011_4,2011_4_1,4,1,65 o más,Mujer,Primaria o inferior,Jubilado o prejubilado,Municipio pequeño / Área rural,Bueno,Oct-Dic,Viernes-Domingo,Día habitual,No disponible,1597.897,710.0,0.0,0.0,400.0,110.0,0.0,0.0,0.0,160.0,60.0,530.0,130.0,50.0,0.0,0.0,0.0,0.0,120.0,60.0,60.0,120.0,0.0,40.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2011,2011_5,2011_5_1,5,1,45-64 años,Mujer,Sec. primera etapa,Ocupado,Municipio pequeño / Área rural,Bueno,Oct-Dic,Viernes-Domingo,Día habitual,No disponible,1212.078,730.0,0.0,0.0,390.0,0.0,10.0,80.0,0.0,170.0,60.0,540.0,140.0,50.0,0.0,0.0,0.0,0.0,30.0,30.0,180.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,,,,,,,,,,,
2011,2011_5,2011_5_2,5,2,45-64 años,Hombre,Sec. segunda etapa,Ocupado,Municipio pequeño / Área rural,Bueno,Oct-Dic,Viernes-Domingo,Día habitual,No disponible,1205.183,720.0,0.0,0.0,240.0,0.0,30.0,70.0,0.0,310.0,70.0,520.0,140.0,60.0,0.0,0.0,0.0,0.0,60.0,10.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,100.0,210.0,0.0,0.0,0.0,60.0,0.0,0.0,10.0,0.0,0.0,,,,,,,,,,,
2011,2011_5,2011_5_3,5,3,25-44 años,Hombre,Educación superior,Ocupado,Municipio pequeño / Área rural,Muy bueno,Oct-Dic,Viernes-Domingo,Día habitual,No disponible,1298.361,630.0,0.0,0.0,130.0,0.0,160.0,0.0,30.0,360.0,130.0,290.0,280.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,220.0,140.0,0.0,0.0,20.0,0.0,10.0,100.0,0.0,0.0,,,,,,,,,,,
2011,2011_6,2011_6_1,6,1,45-64 años,Hombre,Sec. segunda etapa,Ocupado,Municipio pequeño / Área rural,Muy bueno,Oct-Dic,Viernes-Domingo,Día habitual,No disponible,2324.888,680.0,0.0,0.0,260.0,0.0,220.0,0.0,60.0,180.0,40.0,540.0,110.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,120.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,180.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2011,2011_6,2011_6_2,6,2,45-64 años,Mujer,Sec. segunda etapa,Ocupado,Municipio pequeño / Área rural,Muy bueno,Oct-Dic,Viernes-Domingo,Día habitual,No disponible,1212.078,750.0,0.0,0.0,300.0,0.0,190.0,0.0,0.0,160.0,40.0,600.0,130.0,20.0,0.0,0.0,0.0,0.0,90.0,30.0,120.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,,,,,,,,,,,
2011,2011_8,2011_8_1,8,1,45-64 años,Hombre,Sec. primera etapa,Desocupado,Municipio pequeño / Área rural,Bueno,Oct-Dic,Viernes-Domingo,Día habitual,No disponible,1205.183,790.0,0.0,0.0,170.0,0.0,110.0,0.0,120.0,230.0,20.0,570.0,140.0,80.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,110.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2011,2011_8,2011_8_2,8,2,45-64 años,Mujer,Sec. segunda etapa,Ocupado,Municipio pequeño / Área rural,Bueno,Oct-Dic,Viernes-Domingo,Día habitual,No disponible,1212.078,670.0,0.0,0.0,630.0,0.0,110.0,0.0,0.0,20.0,10.0,450.0,160.0,60.0,0.0,0.0,0.0,0.0,250.0,100.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
