anio,tema,desglose,corte,competencia_id,competencia,indicador,porcentaje,unidad,universo,archivo_origen,hoja_origen
2022,importancia_futura,sector,Construcción,basicas_calculo_comunicacion,Básicas de cálculo y/o comunicación oral o escrita,nada,20.904,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,basicas_calculo_comunicacion,Básicas de cálculo y/o comunicación oral o escrita,poco,42.473,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,direccion,Dirección,bastante,46.305,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,direccion,Dirección,mucho,26.447,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,direccion,Dirección,nada,8.706,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,direccion,Dirección,poco,18.541,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,lenguas_extranjeras,Lenguas extranjeras,bastante,13.168,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,lenguas_extranjeras,Lenguas extranjeras,mucho,3.501,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,lenguas_extranjeras,Lenguas extranjeras,nada,34.991,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
2022,importancia_futura,sector,Construcción,lenguas_extranjeras,Lenguas extranjeras,poco,48.34,porcentaje,Total de empresas de la categoría,Tablas_EAL_2022.xlsx,EAL-16
